ids;subset;naming_set;tablas;ID RULE;Subset;DEFINITION PERIOD
27f75c841c;adobe_page_views_number > 0;{'post_adobe_page_url_desc'};t_kctd_interaction_activity;27f75c841c;Cuando el campo adobe_page_views_number es mayor a 0;2Q24
27f75c84b6;adobe_page_views_number > 0;{'post_adobe_page_name'};t_kctd_interaction_activity;27f75c84b6;Cuando el campo adobe_page_views_number es mayor a 0;2Q24
27f75c8588;ad_intrnl_cmpgn_cthru_number > 0;{'post_intrnl_cmpgn_atrb_desc'};t_kctd_interaction_activity;27f75c8588;Cuando el campo ad_intrnl_cmpgn_cthru_number es mayor a 0;2Q24
27f75c8659;adobe_page_views_number > 0;{'post_v31_site_mobile_app_name'};t_kctd_interaction_activity;27f75c8659;Cuando el campo adobe_page_views_number es mayor a 0;2Q24
27f75c8772;post_c4_level4_site_sect_name is not null and post_c4_level4_site_sect_name != '';{'post_c3_level3_site_sect_name'};t_kctd_interaction_activity;27f75c8772;Distinto de null / vacío;2Q24
27f75c8821;post_c3_level3_site_sect_name is not null and post_c3_level3_site_sect_name != '';{'post_c2_level2_site_sect_name'};t_kctd_interaction_activity;27f75c8821;Distinto de null / vacío;2Q24
27f75c88b1;post_v31_site_mobile_app_name is not null and post_v31_site_mobile_app_name != '';{'post_c1_level1_site_sect_name'};t_kctd_interaction_activity;27f75c88b1;post_v31_site_mobile_app_name  distinto de null / vacío;2Q24
27f75c8955;adobe_page_views_number > 0;{'post_v15_site_environment_name'};t_kctd_interaction_activity;27f75c8955;Cuando el campo adobe_page_views_number es mayor a 0;2Q24
27f75c89e7;e79_apps_in_review_number > 0;{'post_v42_no_customer_id'};t_kctd_interaction_activity;27f75c89e7;Cuando el campo e79_apps_in_review_number es mayor a 0;2Q24
27f75c8a99;post_c17_web_app_language_name is not null and post_c17_web_app_language_name != '';{'adobe_language_name'};t_kctd_interaction_activity;27f75c8a99;Distinto de null o vacío;2Q24
27f75c8c39;ad_intrnl_cmpgn_imprs_number > 0;{'post_v35_intrnl_campaign_name'};t_kctd_interaction_activity;27f75c8c39;Cuando el campo ad_intrnl_cmpgn_imprs_number es mayor a 0;2Q24
27f75c8dd5;post_c12_authn_status_type IN ('logado', 'logged');{'post_v37_customer_id'};t_kctd_interaction_activity;27f75c8dd5;"Cuando el campo post_c12_authn_status_type venga informado como ""logado"" o ""logged""";2Q24
27f75c8eb4;e41_app_page_visits_ser_number > 0;{'post_v46_application_flow_desc'};t_kctd_interaction_activity;27f75c8eb4;Cuando el campo e41_app_page_visits_ser_number es mayor a 0;2Q24
27f75c8fba;gf_site_env_channel_name is not null and gf_site_env_channel_name != '';{'post_adobe_mobile_app_name'};t_kctd_interaction_activity;27f75c8fba;Distinto de null o vacío;2Q24
27f75c909b;g_intn_funnel_actvy_id is not null and g_intn_funnel_actvy_id != '';{'gf_intn_funnel_nm_id'};t_kctd_interaction_activity;27f75c909b;Distinto de null o vacío;2Q24
2802336c75;e41_app_page_visits_ser_number > 0;{'post_v65_global_appl_name'};t_kctd_interaction_activity;2802336c75; e41_app_page_visits_ser_number es mayor a 0;2Q24
2802336d32;adobe_page_views_number > 0;{'post_v29_business_unit_type'};t_kctd_interaction_activity;2802336d32; adobe_page_views_number es mayor a 0;2Q24
27f75c914a;first_hit_page_url_desc is not null and first_hit_page_url_desc != '';{'first_hit_page_url_desc'};t_kctd_interaction_activity;27f75c914a;Distinto de null o vacio;2Q24
27f75c91f6;adobe_geo_zip_id is not null and adobe_geo_zip_id != '';{'adobe_geo_zip_id'};t_kctd_interaction_activity;27f75c91f6;Distinto de null o vacío;2Q24
27f75c9361;post_user_agent_name is not null and post_user_agent_name != '';{'post_user_agent_name'};t_kctd_interaction_activity;27f75c9361;Distinto de null o vacío;2Q24
27f75c949f;post_v4_time_parting_desc is not null and post_v4_time_parting_desc != '';{'post_v4_time_parting_desc'};t_kctd_interaction_activity;27f75c949f;Distinto de null o vacío;2Q24
27f75c95d9;adobe_visit_ref_domain_name is not null and adobe_visit_ref_domain_name != '';{'adobe_visit_ref_domain_name'};t_kctd_interaction_activity;27f75c95d9;Distinto de null o vacío;2Q24
27f75c9752;adobe_visit_start_page_desc is not null and adobe_visit_start_page_desc != '';{'adobe_visit_start_page_desc'};t_kctd_interaction_activity;27f75c9752;Distinto de null o vacío;2Q24
27f75c986a;first_hit_page_name is not null and first_hit_page_name != '';{'first_hit_page_name'};t_kctd_interaction_activity;27f75c986a;Distinto de null o vacío;2Q24
27f75c9928;intrnl_cmpgn_attributes_desc is not null and intrnl_cmpgn_attributes_desc != '';{'intrnl_cmpgn_attributes_desc'};t_kctd_interaction_activity;27f75c9928;Distinto de null o vacío;2Q24
27f75c9a1f;post_v33_site_error_desc is not null and post_v33_site_error_desc != '';{'post_v33_site_error_desc'};t_kctd_interaction_activity;27f75c9a1f;Distinto de null o vacío;2Q24
27f75c9adf;adobe_screen_resolution_desc is not null and adobe_screen_resolution_desc != '';{'adobe_screen_resolution_desc'};t_kctd_interaction_activity;27f75c9adf;Distinto de null o vacío;2Q24
27f75c9bc6;adobe_resolution_name is not null and adobe_resolution_name != '';{'adobe_resolution_name'};t_kctd_interaction_activity;27f75c9bc6;Distinto de null o vacío;2Q24
27f75c9cb5;post_v58_product_id is not null and post_v58_product_id != '';{'post_v58_product_id'};t_kctd_interaction_activity;27f75c9cb5;Distinto de null o vacío;2Q24
27f75c9dbf;v57_process_name is not null and v57_process_name != '';{'v57_process_name'};t_kctd_interaction_activity;27f75c9dbf;Distinto de null o vacío;2Q24
27f75c9eb0;post_c25_prev_level1_sect_name is not null and post_c25_prev_level1_sect_name != '';{'post_c25_prev_level1_sect_name'};t_kctd_interaction_activity;27f75c9eb0;Distinto de null o vacío;2Q24
27f75c9f5e;post_c21_previous_page_name is not null and post_c21_previous_page_name != '';{'post_c21_previous_page_name'};t_kctd_interaction_activity;27f75c9f5e;Distinto de null o vacío;2Q24
27f75c9ffd;post_adobe_zip_id is not null and post_adobe_zip_id != '';{'post_adobe_zip_id'};t_kctd_interaction_activity;27f75c9ffd;Distinto de null o vacío;2Q24
27f75ca321;post_tracking_code_desc is not null and post_tracking_code_desc != '';{'post_tracking_code_desc'};t_kctd_interaction_activity;27f75ca321;Distinto de null o vacío;2Q24
27f75ca3c3;post_v1_web_page_name is not null and post_v1_web_page_name != '';{'post_v1_web_page_name'};t_kctd_interaction_activity;27f75ca3c3;Distinto de null o vacío;2Q24
27f75ca455;post_v54_operation_id is not null and post_v54_operation_id != '';{'post_v54_operation_id'};t_kctd_interaction_activity;27f75ca455;Distinto de null o vacío;2Q24
27f75ca4db;mobile_carrier_name is not null and mobile_carrier_name != '';{'mobile_carrier_name'};t_kctd_interaction_activity;27f75ca4db;Distinto de null o vacío;2Q24
27f75ca56f;funnel_interactions_desc is not null and funnel_interactions_desc != '';{'funnel_interactions_desc'};t_kctd_interaction_activity;27f75ca56f;Distinto de null o vacío;2Q24
27f75ca5fc;post_v6_link_tabs_desc is not null and post_v6_link_tabs_desc != '';{'post_v6_link_tabs_desc'};t_kctd_interaction_activity;27f75ca5fc;Distinto de null o vacío;2Q24
27f75ca687;domain_name is not null and domain_name != '';{'domain_name'};t_kctd_interaction_activity;27f75ca687;Distinto de null o vacío;2Q24
27f75ca706;post_adobe_mobile_name is not null and post_adobe_mobile_name != '';{'post_adobe_mobile_name'};t_kctd_interaction_activity;27f75ca706;Distinto de null o vacío;2Q24
27f75ca799;adobe_last_touch_detail_desc is not null and adobe_last_touch_detail_desc != '';{'adobe_last_touch_detail_desc'};t_kctd_interaction_activity;27f75ca799;Distinto de null o vacío;2Q24
27f75ca836;post_site_section_name is not null and post_site_section_name != '';{'post_site_section_name'};t_kctd_interaction_activity;27f75ca836;Distinto de null o vacío;2Q24
27f75ca8d0;v59_call_to_action_type is not null and v59_call_to_action_type != '';{'v59_call_to_action_type'};t_kctd_interaction_activity;27f75ca8d0;Distinto de null o vacío;2Q24
27f75ca960;connection_type is not null and connection_type != '';{'connection_type'};t_kctd_interaction_activity;27f75ca960;Distinto de null o vacío;2Q24
27f75ca9e0;post_v44_customer_cookie_type is not null and post_v44_customer_cookie_type != '';{'post_v44_customer_cookie_type'};t_kctd_interaction_activity;27f75ca9e0;Distinto de null o vacío;2Q24
27f75caa6e;adobe_geo_city_name is not null and adobe_geo_city_name != '';{'adobe_geo_city_name'};t_kctd_interaction_activity;27f75caa6e;Distinto de null o vacío;2Q24
27f75cab0a;post_v45_application_step_name is not null and post_v45_application_step_name != '';{'post_v45_application_step_name'};t_kctd_interaction_activity;27f75cab0a;Distinto de null o vacío;2Q24
27f75cab99;gf_int_campaign_disp_prd_name is not null and gf_int_campaign_disp_prd_name != '';{'gf_int_campaign_disp_prd_name'};t_kctd_interaction_activity;27f75cab99;Distinto de null o vacío;2Q24
27f75cac19;gf_int_campaign_disp_prd_id is not null and gf_int_campaign_disp_prd_id != '';{'gf_int_campaign_disp_prd_id'};t_kctd_interaction_activity;27f75cac19;Distinto de null o vacío;2Q24
27f75caca2;gf_site_env_front_end_name is not null and gf_site_env_front_end_name != '';{'gf_site_env_front_end_name'};t_kctd_interaction_activity;27f75caca2;Distinto de null o vacío;2Q24
27f75cad21;post_v90_test_adobe_trgt_desc is not null and post_v90_test_adobe_trgt_desc != '';{'post_v90_test_adobe_trgt_desc'};t_kctd_interaction_activity;27f75cad21;Distinto de null o vacio;2Q24
27f75cb3cb;post_mobl_day_first_run_number is not null;{'post_mobl_day_first_run_number'};t_kctd_interaction_activity;27f75cb3cb;Distinto de null o vacío;2Q24
27f75cb453;post_mobl_day_of_week_number is not null;{'post_mobl_day_of_week_number'};t_kctd_interaction_activity;27f75cb453;Distinto de null o vacío;2Q24
27f75ccd0b;post_c17_web_app_language_name is not null and post_c17_web_app_language_name != '';{'post_c17_web_app_language_name'};t_kctd_interaction_activity;27f75ccd0b;Distinto de null o vacío;2Q24
27f75ccd86;adobe_page_views_number > 0;{'post_v25_return_visitor_type'};t_kctd_interaction_activity;27f75ccd86;Cuando el campo adobe_page_views_number es mayor a 0;2Q24
27f75cce0f;adobe_page_views_number > 0;{'post_v16_navigation_type'};t_kctd_interaction_activity;27f75cce0f;Cuando el campo adobe_page_views_number es mayor a 0;2Q24
27f75ccf02;post_v17_web_app_language_name is not null and post_v17_web_app_language_name != '';{'post_v17_web_app_language_name'};t_kctd_interaction_activity;27f75ccf02;Distinto de null o vacío;2Q24
28012ca59e;c17_web_app_language_name is not null and c17_web_app_language_name != '';{'c17_web_app_language_name'};t_kctd_interaction_activity;28012ca59e;Distinto de null o vacío;2Q24
28012ca754;browser_language_name is not null and browser_language_name != '';{'browser_language_name'};t_kctd_interaction_activity;28012ca754;Distinto de null o vacío;2Q24
28012ca7c2;adobe_page_views_number > 0;{'post_c14_page_type'};t_kctd_interaction_activity;28012ca7c2; campo adobe_page_views_number es mayor a 0;2Q24
28012ca8ae;v17_web_app_language_name is not null and v17_web_app_language_name != '';{'v17_web_app_language_name'};t_kctd_interaction_activity;28012ca8ae;Distinto de null o vacío;2Q24
28012ca9b4;post_v49_fulflt_model_type is not null and post_v49_fulflt_model_type != '';{'post_v49_fulflt_model_type'};t_kctd_interaction_activity;28012ca9b4;Distinto de null o vacío;2Q24
28012caabb;post_c12_authn_status_type is not null and post_c12_authn_status_type != '';{'post_c12_authn_status_type'};t_kctd_interaction_activity;28012caabb;Distinto de null o vacío;2Q24
28012cab3b;post_v12_authn_status_type is not null and post_v12_authn_status_type != '';{'post_v12_authn_status_type'};t_kctd_interaction_activity;28012cab3b;Distinto de null o vacío;2Q24
2836f18ec6;post_v15_site_environment_name is not null and post_v15_site_environment_name != '';{'post_v15_site_environment_name'};t_kctd_interaction_activity;2836f18ec6;Distinto de null o vacío;3Q24
2801aec0e8;(post_referrer_name  is not null and post_referrer_name != '') and (adobe_visitor_id  is not null and adobe_visitor_id != '');{'adobe_visitor_id', 'post_referrer_name'};t_kctd_interaction_activity;2801aec0e8;Distinto de null o vacío;2Q24
27f75ceb75;post_mobl_days_last_run_number is not null;{'post_mobl_days_last_run_number'};t_kctd_interaction_activity;27f75ceb75;Distinto de null o vacío;2Q24
GL_DOM_t_kfcm_cust_fdbk_detail_3.1_000;gf_main_fdbk_category_desc is not null and gf_main_fdbk_category_desc != '';{'gf_main_fdbk_sentiment_name'};t_kfcm_cust_fdbk_detail;GL_DOM_t_kfcm_cust_fdbk_detail_3.1_000;Si gf_main_fdbk_category_desc viene informado;1Q23
GL_DOM_t_kfcm_cust_fdbk_detail_3.1_001;gf_minor_fdbk_category_desc is not null and gf_minor_fdbk_category_desc != '';{'gf_minor_fdbk_sentiment_name'};t_kfcm_cust_fdbk_detail;GL_DOM_t_kfcm_cust_fdbk_detail_3.1_001;Si gf_minor_fdbk_category_desc viene informado;1Q23
GL_DOM_t_kfcm_cust_fdbk_3.4_000;gf_survey_sentiment_number is not null;{'gf_survey_sentiment_number'};t_kfcm_cust_fdbk;GL_DOM_t_kfcm_cust_fdbk_3.4_000;Si gf_survey_sentiment_number no es nulo ni vacío;1Q23
GL_DOM_t_kfcm_cust_fdbk_3.5_002;g_supra_channel_id is not null and g_supra_channel_id != '';{'g_supra_channel_id'};t_kfcm_cust_fdbk;GL_DOM_t_kfcm_cust_fdbk_3.5_002;Si el campo g_channel_id es distinto a nulo o vacio;1Q23
2827d0bc0d;gf_form_filled_date is not null;{'gf_form_filled_date'};t_kfcm_fdbk_filled_form_field;2827d0bc0d;Distinto de null;3Q24
2827d0a4b7;gf_form_field_numeric_ans_number is not null;{'gf_form_field_numeric_ans_number'};t_kfcm_fdbk_filled_form_field;2827d0a4b7;Distinto de null;3Q24
2827d0b1bb;g_person_role_type is not null and g_person_role_type != '';{'g_person_role_type'};t_kfcm_fdbk_filled_form_field;2827d0b1bb;Distinto de null o vacío;3Q24
2827d0b99f;g_country_id is not null and g_country_id != '';{'g_country_id'};t_kfcm_fdbk_filled_form_field;2827d0b99f;Distinto de null o vacío;3Q24
2827d0a6cd;g_form_saturation_rule_type_id is not null and g_form_saturation_rule_type_id != '';{'g_form_saturation_rule_type_id'};t_kfcm_fdbk_saturation_rules;2827d0a6cd;Distinto de null o vacío;3Q24
2827d0a7e1;g_form_sat_rule_value_data_type_id is not null and g_form_sat_rule_value_data_type_id != '';{'g_form_sat_rule_value_data_type_id'};t_kfcm_fdbk_saturation_rules;2827d0a7e1;Distinto de null o vacío;3Q24
2827d0ba9e;g_country_id is not null and g_country_id != '';{'g_country_id'};t_kfcm_fdbk_saturation_rules;2827d0ba9e;Distinto de null o vacío;3Q24
GL_DOM_t_kfcm_feedback_config_3.5_000;g_relevant_fact_family_id is not null;{'g_relevant_fact_family_id'};t_kfcm_feedback_config;GL_DOM_t_kfcm_feedback_config_3.5_000;Si el campo (g_relevant_fact_family_id) es distinto a NULL;4Q21
GL_DOM_t_kfcm_feedback_config_3.5_001;g_notif_disabled_ind_type is not null;{'g_notif_disabled_ind_type'};t_kfcm_feedback_config;GL_DOM_t_kfcm_feedback_config_3.5_001;Si el campo (g_notif_disabled_ind_type) es distinto a NULL;4Q21
2827d0bd26;gf_form_filled_date is not null;{'gf_form_filled_date'};t_kfcm_feedback_filled_form;2827d0bd26;Distinto de null o vacío;3Q24
2827d0b2b3;g_person_role_type is not null and g_person_role_type != '';{'g_person_role_type'};t_kfcm_feedback_filled_form;2827d0b2b3;Distinto de null o vacío;3Q24
2827d0b3b3;g_language_id is not null and g_language_id != '';{'g_language_id'};t_kfcm_feedback_filled_form;2827d0b3b3;Distinto de null o vacío;3Q24
2827d0b8a2;g_country_id is not null and g_country_id != '';{'g_country_id'};t_kfcm_feedback_filled_form;2827d0b8a2;Distinto de null o vacío;3Q24
2827d0a5be;g_form_field_type_id is not null and g_form_field_type_id != '';{'g_form_field_type_id'};t_kfcm_feedback_form_field;2827d0a5be;Distinto de null o vacío;3Q24
2827d0b5af;g_country_id is not null and g_country_id != '';{'g_country_id'};t_kfcm_feedback_form_field;2827d0b5af;Distinto de null o vacío;3Q24
2827d0b4b3;g_person_role_type is not null and g_person_role_type != '';{'g_person_role_type'};t_kfcm_feedback_form_shown;2827d0b4b3;Distinto de null o vacío;3Q24
2827d0b7a8;g_country_id is not null and g_country_id != '';{'g_country_id'};t_kfcm_feedback_form_shown;2827d0b7a8;Distinto de null o vacío;3Q24
2827d0acb0;g_active_status_form_ind_type is not null and g_active_status_form_ind_type != '';{'g_active_status_form_ind_type'};t_kfcm_feedback_forms;2827d0acb0;Distinto de null o vacío;3Q24
2827d0a8dc;g_data_source_origin_type is not null and g_data_source_origin_type != '';{'g_data_source_origin_type'};t_kfcm_feedback_forms;2827d0a8dc;Distinto de null o vacío;3Q24
2827d0a9e3;g_fdbk_form_orig_type_id is not null and g_fdbk_form_orig_type_id != '';{'g_fdbk_form_orig_type_id'};t_kfcm_feedback_forms;2827d0a9e3;Distinto de null o vacío;3Q24
2827d0ab64;g_fdbk_form_orig_proc_id is not null and g_fdbk_form_orig_proc_id != '';{'g_fdbk_form_orig_proc_id'};t_kfcm_feedback_forms;2827d0ab64;Distinto de null o vacío;3Q24
2827d0adba;g_dig_chan_app_id is not null and g_dig_chan_app_id != '';{'g_dig_chan_app_id'};t_kfcm_feedback_forms;2827d0adba;Distinto de null o vacío;3Q24
2827d0aeba;g_country_id is not null and g_country_id != '';{'g_country_id'};t_kfcm_feedback_forms;2827d0aeba;Distinto de null o vacío;3Q24
2827d0afb2;g_supra_channel_id is not null and g_supra_channel_id != '';{'g_supra_channel_id'};t_kfcm_feedback_forms;2827d0afb2;Distinto de null o vacío;3Q24
2827d0b0c0;g_form_ori_proc_end_type is not null and g_form_ori_proc_end_type != '';{'g_form_ori_proc_end_type'};t_kfcm_feedback_forms;2827d0b0c0;Distinto de null o vacío;3Q24
2827d0b6af;g_country_id is not null and g_country_id != '';{'g_country_id'};t_kfcm_feedback_options;2827d0b6af;Distinto de null o vacío;3Q24
GL_DOM_t_kfcm_feedback_rlvnt_facts_3.4_000;gf_seen_rf_usr_times_number is not null;{'gf_seen_rf_usr_times_number'};t_kfcm_feedback_rlvnt_facts;GL_DOM_t_kfcm_feedback_rlvnt_facts_3.4_000;Si el campo (gf_seen_rf_usr_times_number) es diferente a NULL;4Q21
GL_DOM_t_kfcm_feedback_rlvnt_facts_3.4_001;gf_cp_rf_dscrd_usr_ts_number is not null;{'gf_cp_rf_dscrd_usr_ts_number'};t_kfcm_feedback_rlvnt_facts;GL_DOM_t_kfcm_feedback_rlvnt_facts_3.4_001;Si el campo (gf_cp_rf_dscrd_usr_ts_number) es diferente a NULL;4Q21
GL_DOM_t_kfcm_feedback_rlvnt_facts_3.5_000;g_rlvnt_fact_feedback_ind_type is not null;{'g_rlvnt_fact_feedback_ind_type'};t_kfcm_feedback_rlvnt_facts;GL_DOM_t_kfcm_feedback_rlvnt_facts_3.5_000;Si el campo (g_rlvnt_fact_feedback_ind_type) es distinto a NULL;4Q21
GL_DOM_t_kfcm_feedback_rlvnt_facts_3.5_001;g_relevant_fact_family_id is not null;{'g_relevant_fact_family_id'};t_kfcm_feedback_rlvnt_facts;GL_DOM_t_kfcm_feedback_rlvnt_facts_3.5_001;Si el campo (g_relevant_fact_family_id) es distinto a NULL;4Q21
GL_DOM_t_kfcm_feedback_rlvnt_facts_3.5_002;g_rf_feedback_rating_id is not null;{'g_rf_feedback_rating_id'};t_kfcm_feedback_rlvnt_facts;GL_DOM_t_kfcm_feedback_rlvnt_facts_3.5_002;Si el campo (g_rf_feedback_rating_id) es distinto a NULL;1Q24
GL_DOM_t_kfcm_feedback_rlvnt_facts_3.5_003;g_rf_user_read_ind_type is not null;{'g_rf_user_read_ind_type'};t_kfcm_feedback_rlvnt_facts;GL_DOM_t_kfcm_feedback_rlvnt_facts_3.5_003;Si el campo (g_rf_user_read_ind_type) es distinto a NULL;4Q21
GL_DOM_t_kfcm_feedback_rlvnt_facts_3.5_004;g_rf_usr_discarded_ind_type is not null;{'g_rf_usr_discarded_ind_type'};t_kfcm_feedback_rlvnt_facts;GL_DOM_t_kfcm_feedback_rlvnt_facts_3.5_004;Si el campo (g_rf_usr_discarded_ind_type) es distinto a NULL;4Q21
GL_DOM_t_kfcm_feedback_rlvnt_facts_3.5_005;g_rf_usr_rpt_error_id is not null;{'g_rf_usr_rpt_error_id'};t_kfcm_feedback_rlvnt_facts;GL_DOM_t_kfcm_feedback_rlvnt_facts_3.5_005;Si el campo (g_rf_usr_rpt_error_id) es distinto a NULL;4Q21
GL_DOM_t_kfcm_feedback_rlvnt_facts_5.3_000;;{'gf_relevant_fact_feedback_date'};t_kfcm_feedback_rlvnt_facts;GL_DOM_t_kfcm_feedback_rlvnt_facts_5.3_000;Distinto de Null o vacío;2Q23
GL_DOM_t_kfcm_feedback_rlvnt_facts_5.3_001;;{'gf_cp_rf_dscrd_date'};t_kfcm_feedback_rlvnt_facts;GL_DOM_t_kfcm_feedback_rlvnt_facts_5.3_001;Distinto de Null o vacío;2Q23
GL_DOM_t_kfcm_nps_sv_respondent_smes_3.5_002;gf_rsp_co_ent_chng_pw_ind_type  is not null and gf_rsp_co_ent_chng_pw_ind_type != '';{'gf_rsp_co_ent_chng_pw_ind_type'};t_kfcm_nps_sv_respondent_smes;GL_DOM_t_kfcm_nps_sv_respondent_smes_3.5_002;Cuando gf_rsp_co_ent_chng_pw_ind_type es distinto de Null y vacio;4Q22
GL_DOM_t_kfcm_nps_sv_respondent_smes_3.5_003;gf_rsp_co_prdt_decsn_ind_type  is not null and gf_rsp_co_prdt_decsn_ind_type != '';{'gf_rsp_co_prdt_decsn_ind_type'};t_kfcm_nps_sv_respondent_smes;GL_DOM_t_kfcm_nps_sv_respondent_smes_3.5_003;Cuando gf_rsp_co_prdt_decsn_ind_type es distinto de Null y vacio;4Q22
GL_DOM_t_kfcm_nps_sv_respondent_smes_3.5_004;gf_rsp_co_bnkng_trans_ind_type  is not null and gf_rsp_co_bnkng_trans_ind_type != '';{'gf_rsp_co_bnkng_trans_ind_type'};t_kfcm_nps_sv_respondent_smes;GL_DOM_t_kfcm_nps_sv_respondent_smes_3.5_004;Cuando gf_rsp_co_bnkng_trans_ind_type es distinto de Null y vacio;4Q22
28243e593d;g_branch_id is not null and g_branch_id != '';{'g_branch_id'};t_kmig_customer_allocation;28243e593d;Distinto de null o vacío;3Q24
GL_DOM_t_kmig_customer_allocation_3.5_002;g_portfolio_relation_type is not null and g_portfolio_relation_type != '';{'g_portfolio_relation_type'};t_kmig_customer_allocation;GL_DOM_t_kmig_customer_allocation_3.5_002;Null o vacío;1Q23
GL_DOM_t_kmig_customer_allocation_3.5_003;g_portfolio_role_type is not null and g_portfolio_role_type != '';{'g_portfolio_role_type'};t_kmig_customer_allocation;GL_DOM_t_kmig_customer_allocation_3.5_003;Null o vacío;1Q23
27b99234d6;gf_property_label_type_id is not null and gf_property_label_type_id != '';{'gf_property_label_type_id'};t_knfa_home_center;27b99234d6;Distinto de Null o vacío;2Q24
27b9923564;gf_energy_efficy_label_type_id is not null and gf_energy_efficy_label_type_id != '';{'gf_energy_efficy_label_type_id'};t_knfa_home_center;27b9923564;Distinto de Null o vacío;2Q24
27abb4b492;g_property_use_type_id is not null and g_property_use_type_id != '';{'g_property_use_type_id'};t_knfa_home_center;27abb4b492;Si g_property_use_type_id no es nulo ni vacío;1Q24
27abb4d5a5;g_property_situation_type_id is not null and g_property_situation_type_id != '';{'g_property_situation_type_id'};t_knfa_home_center;27abb4d5a5;Si g_property_situation_type_id no es nulo ni vacío;1Q24
27abb4f8d5;g_property_type_id is not null and g_property_type_id != '';{'g_property_type_id'};t_knfa_home_center;27abb4f8d5;Si g_property_type_id no es nulo ni vacío;1Q24
27abb53ade;g_currency_id is not null and g_currency_id != '';{'g_currency_id'};t_knfa_home_center;27abb53ade;Si g_currency_id no es nulo ni vacío;1Q24
27abb566e4;g_currency_id is not null and g_currency_id != '';{'g_currency_id'};t_knfa_market_value;27abb566e4;Si g_currency_id no es nulo ni vacío;1Q24
27abb584cc;g_asset_type_id is not null and g_asset_type_id != '';{'g_asset_type_id'};t_knfa_market_value;27abb584cc;Si g_asset_type_id no es nulo ni vacío;1Q24
27abb5b669;g_center_status_type_id is not null and g_center_status_type_id != '';{'g_center_status_type_id'};t_knfa_non_financial_assets;27abb5b669;Si g_center_status_type_id no es nulo ni vacío;1Q24
27abb5d62d;g_currency_id is not null and g_currency_id != '';{'g_currency_id'};t_knfa_non_financial_assets;27abb5d62d;Si g_currency_id no es nulo ni vacío;1Q24
27abb60a42;g_currency_id is not null and g_currency_id != '';{'g_currency_id'};t_knfa_personalized_expenses;27abb60a42;Si g_currency_id no es nulo ni vacío;1Q24
27abb6521f;g_center_visibility_ind_type  is not null and g_center_visibility_ind_type != '' ;{'g_center_visibility_ind_type'};t_knfa_products_detail;27abb6521f;Si g_center_visibility_ind_type no es nulo ni vacío;1Q24
GL_DOM_t_knfa_vehicles_center_3.4_000;gf_veh_anl_trav_dist_km_number is not null;{'gf_veh_anl_trav_dist_km_number'};t_knfa_vehicles_center;GL_DOM_t_knfa_vehicles_center_3.4_000;Distinto de Null o vacío;2Q23
284c60dd7b;gf_vehicle_horse_power_ex1_number is not null;{'gf_vehicle_horse_power_ex1_number'};t_knfa_vehicles_center;284c60dd7b;Distinto de Null;1Q25
27b99235b6;gf_vehicle_eco_label_type_id is not null and gf_vehicle_eco_label_type_id != '';{'gf_vehicle_eco_label_type_id'};t_knfa_vehicles_center;27b99235b6;Distinto de Null o vacío;2Q24
2753b00c24;g_vehicle_power_supply_type is not null and g_vehicle_power_supply_type != '';{'g_vehicle_power_supply_type'};t_knfa_vehicles_center;2753b00c24;Distinto de Null o vacío;3Q23
2753b00c56;g_veh_fuel_physical_cpsn_type is not null and g_veh_fuel_physical_cpsn_type != '';{'g_veh_fuel_physical_cpsn_type'};t_knfa_vehicles_center;2753b00c56;Distinto de Null o vacío;3Q23
GL_DOM_t_knfa_vehicles_center_5.3_000;gf_veh_ann_km_trav_dis_up_date is not null;{'gf_veh_ann_km_trav_dis_up_date'};t_knfa_vehicles_center;GL_DOM_t_knfa_vehicles_center_5.3_000;Distinto de Null o vacío;2Q23
27b923809b;gf_vehicle_version_id is not null and gf_vehicle_version_id != '' ;{'gf_vehicle_version_id'};t_knfa_vehicles_center;27b923809b;Distinto de Null o vacío;1Q24
27b99236d7;gf_vehicle_eco_label_type_id is not null and gf_vehicle_eco_label_type_id != '';{'gf_vehicle_eco_label_type_id'};t_knfa_vehicles_favourites;27b99236d7;Distinto de Null o vacío;2Q24
GL_DOM_t_knfa_vehicles_favourites_3.5_002;g_vehicle_owner_type_id is not null and g_vehicle_owner_type_id != '';{'g_vehicle_owner_type_id'};t_knfa_vehicles_favourites;GL_DOM_t_knfa_vehicles_favourites_3.5_002;Distinto de Null o vacío;2Q23
27b923816c;gf_vehicle_version_id is not null and gf_vehicle_version_id != '' ;{'gf_vehicle_version_id'};t_knfa_vehicles_favourites;27b923816c;Distinto de Null o vacío;1Q24
27dd456bb9;gf_company_origin_promotion_name is not null and gf_company_origin_promotion_name != '';{'gf_company_origin_promotion_name'};t_kpan_home_partner_oppy;27dd456bb9;"Distinto de null / vacío
gf_promotion_code_name";2Q24
27d61c97c5;gf_electric_expenses_amount is not null;{'gf_electric_expenses_amount'};t_kpan_home_partner_oppy;27d61c97c5;Distinto de Null;1Q24
27d61ce6d9;gf_electric_savings_amount is not null;{'gf_electric_savings_amount'};t_kpan_home_partner_oppy;27d61ce6d9;Distinto de Null;1Q24
27d61d18b9;gf_install_amount is not null;{'gf_install_amount'};t_kpan_home_partner_oppy;27d61d18b9;Distinto de Null;1Q24
