conf;job_url;table;secundary_table;job;version
t_b0hn_toolkit_ems_metric_target-qlm-MRField.conf;"https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/19.0.0/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-toolkitemsmetrictarmrfield-01.json
https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/19.0.0/hammurabi/jobs/america-ada/b0hn-gl-hmm-qlt-toolkitemsmetrictarmrfield-01.json";t_b0hn_toolkit_ems_metric_target;;b0hn-gl-hmm-qlt-toolkitemsmetrictarmrfield-01.json;"""19.0.0"""
t_b0hn_toolkit_esg_general_data-qlm-MRField.conf;"https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/19.0.0/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-toolkitesggeneraldamrfield-01.json
https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/19.0.0/hammurabi/jobs/america-ada/b0hn-gl-hmm-qlt-toolkitesggeneraldamrfield-01.json";t_b0hn_toolkit_esg_general_data;;b0hn-gl-hmm-qlt-toolkitesggeneraldamrfield-01.json;"""19.0.0"""
t_b0hn_toolkit_esg_rating-qlm-MRField.conf;"https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/19.0.0/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-toolkitesgratingmrfield-01.json
https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/19.0.0/hammurabi/jobs/america-ada/b0hn-gl-hmm-qlt-toolkitesgratingmrfield-01.json";t_b0hn_toolkit_esg_rating;;b0hn-gl-hmm-qlt-toolkitesgratingmrfield-01.json;"""19.0.0"""
t_b0hn_toolkit_esg_sector-qlm-MRField.conf;"https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/19.0.0/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-toolkitesgsectormrfield-01.json
https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/19.0.0/hammurabi/jobs/america-ada/b0hn-gl-hmm-qlt-toolkitesgsectormrfield-01.json";t_b0hn_toolkit_esg_sector;;b0hn-gl-hmm-qlt-toolkitesgsectormrfield-01.json;"""19.0.0"""
t_b0hn_toolkit_esg_strategy-qlm-MRField.conf;"https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/19.0.0/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-toolkitesgstrategymrfield-01.json
https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/19.0.0/hammurabi/jobs/america-ada/b0hn-gl-hmm-qlt-toolkitesgstrategymrfield-01.json";t_b0hn_toolkit_esg_strategy;;b0hn-gl-hmm-qlt-toolkitesgstrategymrfield-01.json;"""19.0.0"""
t_b0hn_toolkit_esg_top_5_geo-qlm-MRField.conf;"https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/19.0.0/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-toolkitesgtop5geomrfield-01.json
https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-b0hn/blob/19.0.0/hammurabi/jobs/america-ada/b0hn-gl-hmm-qlt-toolkitesgtop5geomrfield-01.json";t_b0hn_toolkit_esg_top_5_geo;;b0hn-gl-hmm-qlt-toolkitesgtop5geomrfield-01.json;"""19.0.0"""
CGJ7_customer-carbon-footprint_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cgj7-gl-hmm-qlt-customercarbonfootpmrfield-01.json?at=refs%2Ftags%2Fv18.3.7
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cgj7-gl-hmm-qlt-customercarbonfootpmrfield-01.json?at=refs%2Ftags%2Fv18.3.7";t_cgj7_customer_carbon_footprint;;cgj7-gl-hmm-qlt-customercarbonfootpmrfield-01.json;"""18.3.7"""
CGJ7_customer-carbon-footprint_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cgj7-gl-hmm-qlt-customercarbonfootpmrobject-01.json?at=refs%2Ftags%2Fv18.3.7
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cgj7-gl-hmm-qlt-customercarbonfootpmrobject-01.json?at=refs%2Ftags%2Fv18.3.7";t_cgj7_customer_carbon_footprint;;cgj7-gl-hmm-qlt-customercarbonfootpmrobject-01.json;"""18.3.7"""
CGJ7_customer-carbon-footprint_KCOG_country_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cgj7-gl-hmm-qlt-customercarbonfootpmmrule-01.json?at=refs%2Ftags%2Fv18.3.7
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cgj7-gl-hmm-qlt-customercarbonfootpmmrule-01.json?at=refs%2Ftags%2Fv18.3.7";t_cgj7_customer_carbon_footprint;t_kcog_country;cgj7-gl-hmm-qlt-customercarbonfootpmmrule-01.json;"""18.3.7"""
CGJ7_customer-carbon-footprint_KBTQ_customer-info_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cgj7-gl-hmm-qlt-customercarbonfootpmmrule-02.json?at=refs%2Ftags%2Fv18.3.7
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cgj7-gl-hmm-qlt-customercarbonfootpmmrule-02.json?at=refs%2Ftags%2Fv18.3.7";t_cgj7_customer_carbon_footprint;t_kbtq_customer_info;cgj7-gl-hmm-qlt-customercarbonfootpmmrule-02.json;"""18.3.7"""
CGJ7_customer-carbon-footprint_KCOG_entity_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cgj7-gl-hmm-qlt-customercarbonfootpmmrule-03.json?at=refs%2Ftags%2Fv18.3.7
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cgj7-gl-hmm-qlt-customercarbonfootpmmrule-03.json?at=refs%2Ftags%2Fv18.3.7";t_cgj7_customer_carbon_footprint;t_kcog_entity;cgj7-gl-hmm-qlt-customercarbonfootpmmrule-03.json;"""18.3.7"""
CGJ7_sust-customer-mark_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cgj7-gl-hmm-qlt-sustcustomermarkmrfield-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cgj7-gl-hmm-qlt-sustcustomermarkmrfield-01.json?at=refs%2Ftags%2Fv18.4.0";t_cgj7_sust_customer_mark;;cgj7-gl-hmm-qlt-sustcustomermarkmrfield-01.json;"""18.4.0"""
CGJ7_sust-customer-mark_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cgj7-gl-hmm-qlt-sustcustomermarkmrobject-01.json?at=refs%2Ftags%2Fv18.3.7
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CGJ7_APP-ID-23154_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cgj7-gl-hmm-qlt-sustcustomermarkmrobject-01.json?at=refs%2Ftags%2Fv18.3.7";t_cgj7_sust_customer_mark;;cgj7-gl-hmm-qlt-sustcustomermarkmrobject-01.json;"""18.3.7"""
CMOV_bbva-categorized-mov_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-01.json?at=refs%2Ftags%2Fv18.4.4";t_cmov_bbva_categorized_mov;;cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-01.json;"""18.4.4"""
CMOV_bbva-categorized-mov_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cmov-gl-hmm-qlt-bbvacategorizedmovmrobject-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cmov-gl-hmm-qlt-bbvacategorizedmovmrobject-01.json?at=refs%2Ftags%2Fv18.4.4";t_cmov_bbva_categorized_mov;;cmov-gl-hmm-qlt-bbvacategorizedmovmrobject-01.json;"""18.4.4"""
CMOV_bbva-categorized-mov_KMOL_card-movements_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cmov-gl-hmm-qlt-bbvacategorizedmovmmrule-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cmov-gl-hmm-qlt-bbvacategorizedmovmmrule-01.json?at=refs%2Ftags%2Fv18.4.4";t_cmov_bbva_categorized_mov;t_kmol_card_movements;cmov-gl-hmm-qlt-bbvacategorizedmovmmrule-01.json;"""18.4.4"""
CMOV_bbva-categorized-mov_KMOL_account-movements_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cmov-gl-hmm-qlt-bbvacategorizedmovmmrule-02.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cmov-gl-hmm-qlt-bbvacategorizedmovmmrule-02.json?at=refs%2Ftags%2Fv18.4.4";t_cmov_bbva_categorized_mov;t_kmol_account_movements;cmov-gl-hmm-qlt-bbvacategorizedmovmmrule-02.json;"""18.4.4"""
CMOV_nobbva-categorized-mov_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cmov-gl-hmm-qlt-nobbvacategorizedmomrfield-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cmov-gl-hmm-qlt-nobbvacategorizedmomrfield-01.json?at=refs%2Ftags%2Fv18.4.4";t_cmov_nobbva_categorized_mov;;cmov-gl-hmm-qlt-nobbvacategorizedmomrfield-01.json;"""18.4.4"""
CMOV_nobbva-categorized-mov_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cmov-gl-hmm-qlt-nobbvacategorizedmomrobject-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cmov-gl-hmm-qlt-nobbvacategorizedmomrobject-01.json?at=refs%2Ftags%2Fv18.4.4";t_cmov_nobbva_categorized_mov;;cmov-gl-hmm-qlt-nobbvacategorizedmomrobject-01.json;"""18.4.4"""
CMOV_nobbva-categorized-mov_KMOL_card-nobbva-move_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cmov-gl-hmm-qlt-nobbvacategorizedmommrule-01.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cmov-gl-hmm-qlt-nobbvacategorizedmommrule-01.json?at=refs%2Ftags%2Fv18.4.4";t_cmov_nobbva_categorized_mov;t_kmol_card_nobbva_move;cmov-gl-hmm-qlt-nobbvacategorizedmommrule-01.json;"""18.4.4"""
CMOV_nobbva-categorized-mov_KMOL_account-nobbva-move_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/cmov-gl-hmm-qlt-nobbvacategorizedmommrule-02.json?at=refs%2Ftags%2Fv18.4.4
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_CMOV_APP-ID-2755180_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/cmov-gl-hmm-qlt-nobbvacategorizedmommrule-02.json?at=refs%2Ftags%2Fv18.4.4";t_cmov_nobbva_categorized_mov;t_kmol_account_nobbva_move;cmov-gl-hmm-qlt-nobbvacategorizedmommrule-02.json;"""18.4.4"""
CTAR_sign-proc-contract_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/CTAR_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/ctar-gl-hmm-qlt-signproccontractmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/CTAR_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/ctar-gl-hmm-qlt-signproccontractmrfield-01.json?at=refs%2Ftags%2Fv18.3.3";t_ctar_sign_proc_contract;;ctar-gl-hmm-qlt-signproccontractmrfield-01.json;"""18.3.3"""
CTAR_sign-proc-participant_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/CTAR_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/ctar-gl-hmm-qlt-signprocparticipantmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/CTAR_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/ctar-gl-hmm-qlt-signprocparticipantmrfield-01.json?at=refs%2Ftags%2Fv18.3.3";t_ctar_sign_proc_participant;;ctar-gl-hmm-qlt-signprocparticipantmrfield-01.json;"""18.3.3"""
CTAR_sign-proc-participant_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/CTAR_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/ctar-gl-hmm-qlt-signprocparticipantmrobject-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/CTAR_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/ctar-gl-hmm-qlt-signprocparticipantmrobject-01.json?at=refs%2Ftags%2Fv18.3.3";t_ctar_sign_proc_participant;;ctar-gl-hmm-qlt-signprocparticipantmrobject-01.json;"""18.3.3"""
CTAR_sign-proc-participant_KBTQ_role-person_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/CTAR_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/ctar-gl-hmm-qlt-signprocparticipantmmrule-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/CTAR_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/ctar-gl-hmm-qlt-signprocparticipantmmrule-01.json?at=refs%2Ftags%2Fv18.3.3";t_ctar_sign_proc_participant;t_kbtq_role_person;ctar-gl-hmm-qlt-signprocparticipantmmrule-01.json;"""18.3.3"""
CTAR_signature-process_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/CTAR_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/ctar-gl-hmm-qlt-signatureprocessmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/CTAR_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/ctar-gl-hmm-qlt-signatureprocessmrfield-01.json?at=refs%2Ftags%2Fv18.3.3";t_ctar_signature_process;;ctar-gl-hmm-qlt-signatureprocessmrfield-01.json;"""18.3.3"""
CTAR_signature-process_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/CTAR_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/ctar-gl-hmm-qlt-signatureprocessmrobject-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/CTAR_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/ctar-gl-hmm-qlt-signatureprocessmrobject-01.json?at=refs%2Ftags%2Fv18.3.3";t_ctar_signature_process;;ctar-gl-hmm-qlt-signatureprocessmrobject-01.json;"""18.3.3"""
DAST_crypto-exchange_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/DAST_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/dast-gl-hmm-qlt-cryptoexchangemrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/DAST_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/dast-gl-hmm-qlt-cryptoexchangemrfield-01.json?at=refs%2Ftags%2Fv16.1.5";t_dast_crypto_exchange;;dast-gl-hmm-qlt-cryptoexchangemrfield-01.json;"""16.1.5"""
DAST_crypto-exchange_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/DAST_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/dast-gl-hmm-qlt-cryptoexchangemrobject-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/DAST_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/dast-gl-hmm-qlt-cryptoexchangemrobject-01.json?at=refs%2Ftags%2Fv16.1.5";t_dast_crypto_exchange;;dast-gl-hmm-qlt-cryptoexchangemrobject-01.json;"""16.1.5"""
DAST_crypto-exchange-account_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/DAST_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/dast-gl-hmm-qlt-cryptoexchangeaccoumrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/DAST_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/dast-gl-hmm-qlt-cryptoexchangeaccoumrfield-01.json?at=refs%2Ftags%2Fv16.1.5";t_dast_crypto_exchange_account;;dast-gl-hmm-qlt-cryptoexchangeaccoumrfield-01.json;"""16.1.5"""
DAST_crypto-exchange-account_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/DAST_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/dast-gl-hmm-qlt-cryptoexchangeaccoumrobject-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/DAST_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/dast-gl-hmm-qlt-cryptoexchangeaccoumrobject-01.json?at=refs%2Ftags%2Fv16.1.5";t_dast_crypto_exchange_account;;dast-gl-hmm-qlt-cryptoexchangeaccoumrobject-01.json;"""16.1.5"""
DAST_crypto-exchange-account_DAST_crypto-exchange_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/DAST_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/dast-gl-hmm-qlt-cryptoexchangeaccoummrule-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/DAST_GL_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/dast-gl-hmm-qlt-cryptoexchangeaccoummrule-01.json?at=refs%2Ftags%2Fv16.1.5";t_dast_crypto_exchange_account;t_dast_crypto_exchange;dast-gl-hmm-qlt-cryptoexchangeaccoummrule-01.json;"""16.1.5"""
DTAU_act-regis-hist-inf-rpt_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_DTAU_APP-ID-573291_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/dtau-gl-hmm-qlt-actregishistinfrptmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_DTAU_APP-ID-573291_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/dtau-gl-hmm-qlt-actregishistinfrptmrfield-01.json?at=refs%2Ftags%2Fv18.4.1";t_dtau_act_regis_hist_inf_rpt;;dtau-gl-hmm-qlt-actregishistinfrptmrfield-01.json;"""18.4.1"""
DTAU_act-regis-hist-inf-rpt_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_DTAU_APP-ID-573291_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/dtau-gl-hmm-qlt-actregishistinfrptmrobject-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_DTAU_APP-ID-573291_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/dtau-gl-hmm-qlt-actregishistinfrptmrobject-01.json?at=refs%2Ftags%2Fv18.4.1";t_dtau_act_regis_hist_inf_rpt;;dtau-gl-hmm-qlt-actregishistinfrptmrobject-01.json;"""18.4.1"""
DTAU_activity-register_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_DTAU_APP-ID-573291_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/dtau-gl-hmm-qlt-activityregistermrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_DTAU_APP-ID-573291_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/dtau-gl-hmm-qlt-activityregistermrfield-01.json?at=refs%2Ftags%2Fv18.4.1";t_dtau_activity_register;;dtau-gl-hmm-qlt-activityregistermrfield-01.json;"""18.4.1"""
DTAU_activity-register_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_DTAU_APP-ID-573291_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/dtau-gl-hmm-qlt-activityregistermrobject-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_DTAU_APP-ID-573291_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/dtau-gl-hmm-qlt-activityregistermrobject-01.json?at=refs%2Ftags%2Fv18.4.1";t_dtau_activity_register;;dtau-gl-hmm-qlt-activityregistermrobject-01.json;"""18.4.1"""
DTAU_historic-info-request_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_DTAU_APP-ID-573291_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/dtau-gl-hmm-qlt-historicinforequestmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_DTAU_APP-ID-573291_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/dtau-gl-hmm-qlt-historicinforequestmrfield-01.json?at=refs%2Ftags%2Fv18.4.1";t_dtau_historic_info_request;;dtau-gl-hmm-qlt-historicinforequestmrfield-01.json;"""18.4.1"""
DTAU_historic-info-request_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_DTAU_APP-ID-573291_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/dtau-gl-hmm-qlt-historicinforequestmrobject-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_DTAU_APP-ID-573291_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/dtau-gl-hmm-qlt-historicinforequestmrobject-01.json?at=refs%2Ftags%2Fv18.4.1";t_dtau_historic_info_request;;dtau-gl-hmm-qlt-historicinforequestmrobject-01.json;"""18.4.1"""
EJB6_contract-calculations_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/ejb6-gl-hmm-qlt-contractcalculationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/ejb6-gl-hmm-qlt-contractcalculationmrfield-01.json?at=refs%2Ftags%2Fv18.3.3";t_ejb6_contract_calculations;;ejb6-gl-hmm-qlt-contractcalculationmrfield-01.json;"""18.3.3"""
EJB6_contract-calculations_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/ejb6-gl-hmm-qlt-contractcalculationmrobject-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/ejb6-gl-hmm-qlt-contractcalculationmrobject-01.json?at=refs%2Ftags%2Fv18.3.3";t_ejb6_contract_calculations;;ejb6-gl-hmm-qlt-contractcalculationmrobject-01.json;"""18.3.3"""
EJB6_contract-calculations_KSAN_contract-global-local_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/ejb6-gl-hmm-qlt-contractcalculationmmrule-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/ejb6-gl-hmm-qlt-contractcalculationmmrule-01.json?at=refs%2Ftags%2Fv18.3.3";t_ejb6_contract_calculations;t_ksan_contract_global_local;ejb6-gl-hmm-qlt-contractcalculationmmrule-01.json;"""18.3.3"""
