conf;job_url;table;secundary_table;job;version
KNFA_personalized-expenses_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-personalizedexpensemrobject-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-personalizedexpensemrobject-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_personalized_expenses;;knfa-gl-hmm-qlt-personalizedexpensemrobject-01.json;"""18.3.3"""
KNFA_personalized-expenses_KNFA_non-financial-assets_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-personalizedexpensemmrule-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-personalizedexpensemmrule-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_personalized_expenses;t_knfa_non_financial_assets;knfa-gl-hmm-qlt-personalizedexpensemmrule-01.json;"""18.3.3"""
KNFA_products-detail_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-productsdetailmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-productsdetailmrfield-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_products_detail;;knfa-gl-hmm-qlt-productsdetailmrfield-01.json;"""18.3.3"""
KNFA_products-detail_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-productsdetailmrobject-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-productsdetailmrobject-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_products_detail;;knfa-gl-hmm-qlt-productsdetailmrobject-01.json;"""18.3.3"""
KNFA_products-detail_KNFA_non-financial-assets_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-productsdetailmmrule-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-productsdetailmmrule-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_products_detail;t_knfa_non_financial_assets;knfa-gl-hmm-qlt-productsdetailmmrule-01.json;"""18.3.3"""
KNFA_real-estate-favourites_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-realestatefavouritemrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-realestatefavouritemrfield-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_real_estate_favourites;;knfa-gl-hmm-qlt-realestatefavouritemrfield-01.json;"""18.3.3"""
KNFA_real-estate-favourites_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-realestatefavouritemrobject-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-realestatefavouritemrobject-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_real_estate_favourites;;knfa-gl-hmm-qlt-realestatefavouritemrobject-01.json;"""18.3.3"""
KNFA_real-estate-favourites_KBTQ_role-person_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-realestatefavouritemmrule-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-realestatefavouritemmrule-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_real_estate_favourites;t_kbtq_role_person;knfa-gl-hmm-qlt-realestatefavouritemmrule-01.json;"""18.3.3"""
KNFA_vehicles-center_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-vehiclescentermrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-vehiclescentermrfield-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_vehicles_center;;knfa-gl-hmm-qlt-vehiclescentermrfield-01.json;"""18.3.3"""
KNFA_vehicles-center_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-vehiclescentermrobject-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-vehiclescentermrobject-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_vehicles_center;;knfa-gl-hmm-qlt-vehiclescentermrobject-01.json;"""18.3.3"""
KNFA_vehicles-center_P68X_vehicle-version-catalog_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-vehiclescentermmrule-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-vehiclescentermmrule-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_vehicles_center;t_p68x_vehicle_version_catalog;knfa-gl-hmm-qlt-vehiclescentermmrule-01.json;"""18.3.3"""
KNFA_vehicles-favourites_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-vehiclesfavouritesmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-vehiclesfavouritesmrfield-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_vehicles_favourites;;knfa-gl-hmm-qlt-vehiclesfavouritesmrfield-01.json;"""18.3.3"""
KNFA_vehicles-favourites_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-vehiclesfavouritesmrobject-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-vehiclesfavouritesmrobject-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_vehicles_favourites;;knfa-gl-hmm-qlt-vehiclesfavouritesmrobject-01.json;"""18.3.3"""
KNFA_vehicles-favourites_KCOG_entity_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-vehiclesfavouritesmmrule-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-vehiclesfavouritesmmrule-01.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_vehicles_favourites;t_kcog_entity;knfa-gl-hmm-qlt-vehiclesfavouritesmmrule-01.json;"""18.3.3"""
KNFA_vehicles-favourites_KCOG_country_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-vehiclesfavouritesmmrule-02.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-vehiclesfavouritesmmrule-02.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_vehicles_favourites;t_kcog_country;knfa-gl-hmm-qlt-vehiclesfavouritesmmrule-02.json;"""18.3.3"""
KNFA_vehicles-favourites_KBTQ_role-person_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-vehiclesfavouritesmmrule-03.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-vehiclesfavouritesmmrule-03.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_vehicles_favourites;t_kbtq_role_person;knfa-gl-hmm-qlt-vehiclesfavouritesmmrule-03.json;"""18.3.3"""
KNFA_vehicles-favourites_P68X_vehicle-version-catalog_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-vehiclesfavouritesmmrule-04.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-vehiclesfavouritesmmrule-04.json?at=refs%2Ftags%2Fv18.3.3";t_knfa_vehicles_favourites;t_p68x_vehicle_version_catalog;knfa-gl-hmm-qlt-vehiclesfavouritesmmrule-04.json;"""18.3.3"""
KPAN_credit-fclty-proposals_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-creditfcltyproposalmrfield-02.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-creditfcltyproposalmrfield-02.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_credit_fclty_proposals;;kpan-gl-hmm-qlt-creditfcltyproposalmrfield-02.json;"""18.4.0"""
KPAN_credit-fclty-proposals_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-creditfcltyproposalmrobject-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-creditfcltyproposalmrobject-01.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_credit_fclty_proposals;;kpan-gl-hmm-qlt-creditfcltyproposalmrobject-01.json;"""18.4.0"""
KPAN_credit-fclty-proposals_KCOG_country_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-01.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_credit_fclty_proposals;t_kcog_country;kpan-gl-hmm-qlt-creditfcltyproposalmmrule-01.json;"""18.4.0"""
KPAN_credit-fclty-proposals_KCOG_currency_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-02.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-02.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_credit_fclty_proposals;t_kcog_currency;kpan-gl-hmm-qlt-creditfcltyproposalmmrule-02.json;"""18.4.0"""
KPAN_credit-fclty-proposals_YH2J_gbl-product-hier-master_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-03.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-03.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_credit_fclty_proposals;t_yh2j_gbl_product_hier_master;kpan-gl-hmm-qlt-creditfcltyproposalmmrule-03.json;"""18.4.0"""
KPAN_credit-fclty-proposals_YH2J_gbl-channel-hier-master_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-04.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-04.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_credit_fclty_proposals;t_yh2j_gbl_channel_hier_master;kpan-gl-hmm-qlt-creditfcltyproposalmmrule-04.json;"""18.4.0"""
t_kpan_credit_fclty_proposals-qlm-MRObject.conf;"https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kpan/blob/19.0.2/hammurabi/jobs/europa/kpan-gl-hmm-qlt-creditfcltyproposalmrobject-01.json
https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kpan/blob/19.0.2/hammurabi/jobs/america-ada/kpan-gl-hmm-qlt-creditfcltyproposalmrobject-01.json ";t_kpan_credit_fclty_proposals;;kpan-gl-hmm-qlt-creditfcltyproposalmrobject-01.json;"""19.0.2"""
KPAN_credit-fclty-proposals-dp_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-creditfcltyproposalmrfield-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-creditfcltyproposalmrfield-01.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_credit_fclty_proposals_dp;;kpan-gl-hmm-qlt-creditfcltyproposalmrfield-01.json;"""18.4.0"""
KPAN_credit-fclty-proposals-dp_KCOG_country_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-05.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-05.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_credit_fclty_proposals_dp;t_kcog_country;kpan-gl-hmm-qlt-creditfcltyproposalmmrule-05.json;"""18.4.0"""
KPAN_credit-fclty-proposals-dp_KCOG_currency_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-06.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-06.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_credit_fclty_proposals_dp;t_kcog_currency;kpan-gl-hmm-qlt-creditfcltyproposalmmrule-06.json;"""18.4.0"""
KPAN_credit-fclty-proposals-dp_YH2J_gbl-product-hier-master_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-07.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-07.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_credit_fclty_proposals_dp;t_yh2j_gbl_product_hier_master;kpan-gl-hmm-qlt-creditfcltyproposalmmrule-07.json;"""18.4.0"""
KPAN_credit-fclty-proposals-dp_YH2J_gbl-channel-hier-master_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-08.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-creditfcltyproposalmmrule-08.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_credit_fclty_proposals_dp;t_yh2j_gbl_channel_hier_master;kpan-gl-hmm-qlt-creditfcltyproposalmmrule-08.json;"""18.4.0"""
KPAN_d-c-form-opportunity_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-dcformopportunitymrfield-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-dcformopportunitymrfield-01.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_d_c_form_opportunity;;kpan-gl-hmm-qlt-dcformopportunitymrfield-01.json;"""18.4.0"""
KPAN_d-c-form-oppy-cust-fields_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-dcformoppycustfieldmrfield-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-dcformoppycustfieldmrfield-01.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_d_c_form_oppy_cust_fields;;kpan-gl-hmm-qlt-dcformoppycustfieldmrfield-01.json;"""18.4.0"""
KPAN_home-partner-oppy_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-homepartneroppymrfield-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-homepartneroppymrfield-01.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_home_partner_oppy;;kpan-gl-hmm-qlt-homepartneroppymrfield-01.json;"""18.4.0"""
KPAN_home-partner-oppy_KPAN_opportunity_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-homepartneroppymmrule-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-homepartneroppymmrule-01.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_home_partner_oppy;t_kpan_opportunity;kpan-gl-hmm-qlt-homepartneroppymmrule-01.json;"""18.4.0"""
KPAN_mgr-comm-opportunity_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-mgrcommopportunitymrfield-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-mgrcommopportunitymrfield-01.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_mgr_comm_opportunity;;kpan-gl-hmm-qlt-mgrcommopportunitymrfield-01.json;"""18.4.0"""
KPAN_mgr-comm-opportunity_MRObject.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-mgrcommopportunitymrobject-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-mgrcommopportunitymrobject-01.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_mgr_comm_opportunity;;kpan-gl-hmm-qlt-mgrcommopportunitymrobject-01.json;"""18.4.0"""
KPAN_mgr-comm-opportunity_KPAN_opportunity_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-mgrcommopportunitymmrule-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-mgrcommopportunitymmrule-01.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_mgr_comm_opportunity;t_kpan_opportunity;kpan-gl-hmm-qlt-mgrcommopportunitymmrule-01.json;"""18.4.0"""
KPAN_mobility-partner-oppy_MRField.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-mobilitypartneroppymrfield-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-mobilitypartneroppymrfield-01.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_mobility_partner_oppy;;kpan-gl-hmm-qlt-mobilitypartneroppymrfield-01.json;"""18.4.0"""
KPAN_mobility-partner-oppy_KPAN_opportunity_MMRule.conf;"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-mobilitypartneroppymmrule-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-mobilitypartneroppymmrule-01.json?at=refs%2Ftags%2Fv18.4.0";t_kpan_mobility_partner_oppy;t_kpan_opportunity;kpan-gl-hmm-qlt-mobilitypartneroppymmrule-01.json;"""18.4.0"""
