implantacion,table,conf_type,conf,version,params,ConfigURL,Extralibs,version_simple,unique_id,NombreJob,LARGO_MAX41+5
Local,t_katc_relevant_facts,MRField,KATC_relevant-facts_MRField.conf,11.0.0,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_4: Columna del catálogo local 
     CATALOG_CODE_4: Filtrado del catálogo local
     CATALOG_PATH_4: Ruta del catálogo local
     CATALOG_SCHEMA_4:  Esquema de la tabla local

JOB EXTRALIBS:
     extralibs: Link to custom repository",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KATC/KATC_relevant-facts_MRField.conf,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/projectsdatio/c360hammcustom/1.3.2/c360hammcustom-1.3.2-jar-with-dependencies.jar,1100,relevantfactsmrfield,katc-gl-hmm-qlt-relevantfactsmrfield-,37
Local,t_katc_relevant_facts,MRField,KATC_relevant-facts_MRField.conf,11.0.0,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_5: Columna del catálogo local 
     CATALOG_CODE_5: Filtrado del catálogo local
     CATALOG_PATH_5: Ruta del catálogo local
     CATALOG_SCHEMA_5:  Esquema de la tabla local

JOB EXTRALIBS:
     extralibs: Link to custom repository",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KATC/KATC_relevant-facts_MRField.conf,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/projectsdatio/c360hammcustom/1.3.2/c360hammcustom-1.3.2-jar-with-dependencies.jar,1100,relevantfactsmrfield,katc-gl-hmm-qlt-relevantfactsmrfield-,37
Local,t_katc_relevant_facts,MRField,KATC_relevant-facts_MRField.conf,12.0.0,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data

JOB EXTRALIBS:
     extralibs: Link to custom repository",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.0.0/entregable_hammurabi/KATC/KATC_relevant-facts_MRField.conf,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/projectsdatio/c360hammcustom/1.3.2/c360hammcustom-1.3.2-jar-with-dependencies.jar,1200,relevantfactsmrfield,katc-gl-hmm-qlt-relevantfactsmrfield-,37
Local,t_katc_relevant_facts,MRField,KATC_relevant-facts_MRField.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KATC/KATC_relevant-facts_MRField.conf,,900,relevantfactsmrfield,katc-gl-hmm-qlt-relevantfactsmrfield-,37
Local,t_katc_relevant_facts,MRObject,KATC_relevant-facts_MRObject.conf,9.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KATC/KATC_relevant-facts_MRObject.conf,,900,relevantfactsmrobject,katc-gl-hmm-qlt-relevantfactsmrobject-,38
Local,t_kcdg_graph_edges,MMRule,KCDG_graph-edges_KCDG_graph-nodes_MMRule.conf,11.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCDG/KCDG_graph-edges_KCDG_graph-nodes_MMRule.conf,,1100,graphedgesmmrule,kcdg-gl-hmm-qlt-graphedgesmmrule-,33
Local,t_kcdg_graph_edges,MMRule,KCDG_graph-edges_KCDG_graph-nodes_MMRule.conf,12.1.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/KCDG/KCDG_graph-edges_KCDG_graph-nodes_MMRule.conf,,1210,graphedgesmmrule,kcdg-gl-hmm-qlt-graphedgesmmrule-,33
Local,t_kcdg_graph_edges,MRField,KCDG_graph-edges_MRField.conf,11.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCDG/KCDG_graph-edges_MRField.conf,,1100,graphedgesmrfield,kcdg-gl-hmm-qlt-graphedgesmrfield-,34
Local,t_kcdg_graph_edges,MRField,KCDG_graph-edges_MRField.conf,12.1.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/KCDG/KCDG_graph-edges_MRField.conf,,1210,graphedgesmrfield,kcdg-gl-hmm-qlt-graphedgesmrfield-,34
Local,t_kcdg_graph_edges,MRObject,KCDG_graph-edges_MRObject.conf,11.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCDG/KCDG_graph-edges_MRObject.conf,,1100,graphedgesmrobject,kcdg-gl-hmm-qlt-graphedgesmrobject-,35
Local,t_kcdg_graph_nodes,MRField,KCDG_graph-nodes_MRField.conf,11.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCDG/KCDG_graph-nodes_MRField.conf,,1100,graphnodesmrfield,kcdg-gl-hmm-qlt-graphnodesmrfield-,34
Local,t_kcdg_graph_nodes,MRField,KCDG_graph-nodes_MRField.conf,12.1.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/KCDG/KCDG_graph-nodes_MRField.conf,,1210,graphnodesmrfield,kcdg-gl-hmm-qlt-graphnodesmrfield-,34
Local,t_kcdg_graph_nodes,MRObject,KCDG_graph-nodes_MRObject.conf,11.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCDG/KCDG_graph-nodes_MRObject.conf,,1100,graphnodesmrobject,kcdg-gl-hmm-qlt-graphnodesmrobject-,35
Local,t_kceg_agg_balances_any_holder,MRField,KCEG_agg-balances-any-holder_MRField.conf,11.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCEG/KCEG_agg-balances-any-holder_MRField.conf,,1100,aggbalancesanyholdemrfield,kceg-gl-hmm-qlt-aggbalancesanyholdemrfield-,43
Local,t_kceg_agg_balances_any_holder,MRObject,KCEG_agg-balances-any-holder_MRObject.conf,11.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCEG/KCEG_agg-balances-any-holder_MRObject.conf,,1100,aggbalancesanyholdemrobject,kceg-gl-hmm-qlt-aggbalancesanyholdemrobject-,44
Local,t_kceg_agg_balances_main_holder,MMRule,KCEG_agg-balances-main-holder_KBTQ_customer-info_MMRule.conf,11.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCEG/KCEG_agg-balances-main-holder_KBTQ_customer-info_MMRule.conf,,1100,aggbalancesmainholdmmrule,kceg-gl-hmm-qlt-aggbalancesmainholdmmrule-,42
Local,t_kceg_agg_balances_main_holder,MRField,KCEG_agg-balances-main-holder_MRField.conf,11.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCEG/KCEG_agg-balances-main-holder_MRField.conf,,1100,aggbalancesmainholdmrfield,kceg-gl-hmm-qlt-aggbalancesmainholdmrfield-,43
Local,t_kceg_agg_balances_main_holder,MRObject,KCEG_agg-balances-main-holder_MRObject.conf,11.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCEG/KCEG_agg-balances-main-holder_MRObject.conf,,1100,aggbalancesmainholdmrobject,kceg-gl-hmm-qlt-aggbalancesmainholdmrobject-,44
Local,t_kceg_agg_balances_main_holder,MMRule,KCEG_agg-balances-main-holder_YH2J_global-product-hierarchy_MMRule.conf,11.0.2,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.2/entregable_hammurabi/KCEG/KCEG_agg-balances-main-holder_YH2J_global-product-hierarchy_MMRule.conf,,1102,aggbalancesmainholdmmrule,kceg-gl-hmm-qlt-aggbalancesmainholdmmrule-,42
Local,t_kceg_agg_balances,MMRule,KCEG_agg-balances_KBTQ_customer-info_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_agg-balances_KBTQ_customer-info_MMRule.conf,,900,aggbalancesmmrule,kceg-gl-hmm-qlt-aggbalancesmmrule-,34
Local,t_kceg_agg_balances,MMRule,KCEG_agg-balances_KCOG_country_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_agg-balances_KCOG_country_MMRule.conf,,900,aggbalancesmmrule,kceg-gl-hmm-qlt-aggbalancesmmrule-,34
Local,t_kceg_agg_balances,MMRule,KCEG_agg-balances_KCOG_entity_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_agg-balances_KCOG_entity_MMRule.conf,,900,aggbalancesmmrule,kceg-gl-hmm-qlt-aggbalancesmmrule-,34
Local,t_kceg_agg_balances,MRField,KCEG_agg-balances_MRField.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_agg-balances_MRField.conf,,900,aggbalancesmrfield,kceg-gl-hmm-qlt-aggbalancesmrfield-,35
Local,t_kceg_agg_balances,MRObject,KCEG_agg-balances_MRObject.conf,9.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_agg-balances_MRObject.conf,,900,aggbalancesmrobject,kceg-gl-hmm-qlt-aggbalancesmrobject-,36
Local,t_kceg_agg_services,MMRule,KCEG_agg-services_KBTQ_customer-info_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_agg-services_KBTQ_customer-info_MMRule.conf,,900,aggservicesmmrule,kceg-gl-hmm-qlt-aggservicesmmrule-,34
Local,t_kceg_agg_services,MMRule,KCEG_agg-services_KCOG_country_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_agg-services_KCOG_country_MMRule.conf,,900,aggservicesmmrule,kceg-gl-hmm-qlt-aggservicesmmrule-,34
Local,t_kceg_agg_services,MMRule,KCEG_agg-services_KCOG_entity_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_agg-services_KCOG_entity_MMRule.conf,,900,aggservicesmmrule,kceg-gl-hmm-qlt-aggservicesmmrule-,34
Local,t_kceg_agg_services,MRField,KCEG_agg-services_MRField.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_agg-services_MRField.conf,,900,aggservicesmrfield,kceg-gl-hmm-qlt-aggservicesmrfield-,35
Local,t_kceg_agg_services,MRObject,KCEG_agg-services_MRObject.conf,9.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_agg-services_MRObject.conf,,900,aggservicesmrobject,kceg-gl-hmm-qlt-aggservicesmrobject-,36
Local,t_kceg_cust_agg_recurring_income,MMRule,KCEG_cust-agg-recurring-income_KBTQ_customer-info_MMRule.conf,11.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCEG/KCEG_cust-agg-recurring-income_KBTQ_customer-info_MMRule.conf,,1100,custaggrecurringincmmrule,kceg-gl-hmm-qlt-custaggrecurringincmmrule-,42
Local,t_kceg_cust_agg_recurring_income,MRField,KCEG_cust-agg-recurring-income_MRField.conf,10.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.0/entregable_hammurabi/KCEG/KCEG_cust-agg-recurring-income_MRField.conf,,1000,custaggrecurringincmrfield,kceg-gl-hmm-qlt-custaggrecurringincmrfield-,43
Local,t_kceg_cust_agg_recurring_income,MRField,KCEG_cust-agg-recurring-income_MRField.conf,12.1.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/KCEG/KCEG_cust-agg-recurring-income_MRField.conf,,1210,custaggrecurringincmrfield,kceg-gl-hmm-qlt-custaggrecurringincmrfield-,43
Local,t_kceg_cust_agg_recurring_income,MRField,KCEG_cust-agg-recurring-income_MRField.conf,12.1.0,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_PATH_0: Ruta del catálogo local
CATALOG_SCHEMA_0: Esquema de la tabla local",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/KCEG/KCEG_cust-agg-recurring-income_MRField.conf,,1210,custaggrecurringincmrfield,kceg-gl-hmm-qlt-custaggrecurringincmrfield-,43
Local,t_kceg_cust_agg_recurring_income,MRObject,KCEG_cust-agg-recurring-income_MRObject.conf,10.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.0/entregable_hammurabi/KCEG/KCEG_cust-agg-recurring-income_MRObject.conf,,1000,custaggrecurringincmrobject,kceg-gl-hmm-qlt-custaggrecurringincmrobject-,44
Local,t_kceg_cust_prod_any_holder,MRField,KCEG_cust-prod-any-holder_MRField.conf,11.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCEG/KCEG_cust-prod-any-holder_MRField.conf,,1100,custprodanyholdermrfield,kceg-gl-hmm-qlt-custprodanyholdermrfield-,41
Local,t_kceg_cust_prod_any_holder,MRField,KCEG_cust-prod-any-holder_MRField.conf,11.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCEG/KCEG_cust-prod-any-holder_MRField.conf,,1100,custprodanyholdermrfield,kceg-gl-hmm-qlt-custprodanyholdermrfield-,41
Local,t_kceg_cust_prod_any_holder,MRObject,KCEG_cust-prod-any-holder_MRObject.conf,11.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCEG/KCEG_cust-prod-any-holder_MRObject.conf,,1100,custprodanyholdermrobject,kceg-gl-hmm-qlt-custprodanyholdermrobject-,42
Local,t_kceg_cust_prod_main_holder,MMRule,KCEG_cust-prod-main-holder_KBTQ_customer-info_MMRule.conf,11.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCEG/KCEG_cust-prod-main-holder_KBTQ_customer-info_MMRule.conf,,1100,custprodmainholdermmrule,kceg-gl-hmm-qlt-custprodmainholdermmrule-,41
Local,t_kceg_cust_prod_main_holder,MRField,KCEG_cust-prod-main-holder_MRField.conf,11.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCEG/KCEG_cust-prod-main-holder_MRField.conf,,1100,custprodmainholdermrfield,kceg-gl-hmm-qlt-custprodmainholdermrfield-,42
Local,t_kceg_cust_prod_main_holder,MRObject,KCEG_cust-prod-main-holder_MRObject.conf,11.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.0/entregable_hammurabi/KCEG/KCEG_cust-prod-main-holder_MRObject.conf,,1100,custprodmainholdermrobject,kceg-gl-hmm-qlt-custprodmainholdermrobject-,43
Local,t_kceg_cust_prod_main_holder,MMRule,KCEG_cust-prod-main-holder_YH2J_global-product-hierarchy_MMRule.conf,11.0.2,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/11.0.2/entregable_hammurabi/KCEG/KCEG_cust-prod-main-holder_YH2J_global-product-hierarchy_MMRule.conf,,1102,custprodmainholdermmrule,kceg-gl-hmm-qlt-custprodmainholdermmrule-,41
Local,t_kceg_customer_app_expertise,MMRule.conf,KCEG_customer-app-expertise_KBTQ_customer-info_MMRule.conf,13.0.4,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kceg_hamm/13.0.4/hammurabi/confs/master/kceg/KCEG_customer-app-expertise_KBTQ_customer-info_MMRule.conf,,1304,customerappexpertismmrule,kceg-gl-hmm-qlt-customerappexpertismmrule-,42
Local,t_kceg_customer_app_expertise,MRField.conf,KCEG_customer-app-expertise_MRField.conf,13.0.4,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kceg_hamm/13.0.4/hammurabi/confs/master/kceg/KCEG_customer-app-expertise_MRField.conf,,1304,customerappexpertismrfield,kceg-gl-hmm-qlt-customerappexpertismrfield-,43
Local,t_kceg_customer_app_expertise,MRObject.conf,KCEG_customer-app-expertise_MRObject.conf,13.0.4,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kceg_hamm/13.0.4/hammurabi/confs/master/kceg/KCEG_customer-app-expertise_MRObject.conf,,1304,customerappexpertismrobject,kceg-gl-hmm-qlt-customerappexpertismrobject-,44
Local,t_kceg_customer_cancellations,MMRule,KCEG_customer-cancellations_KBTQ_customer-info_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_customer-cancellations_KBTQ_customer-info_MMRule.conf,,900,customercancellatiommrule,kceg-gl-hmm-qlt-customercancellatiommrule-,42
Local,t_kceg_customer_cancellations,MMRule,KCEG_customer-cancellations_KCOG_branch_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_customer-cancellations_KCOG_branch_MMRule.conf,,900,customercancellatiommrule,kceg-gl-hmm-qlt-customercancellatiommrule-,42
Local,t_kceg_customer_cancellations,MMRule,KCEG_customer-cancellations_KCOG_country_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_customer-cancellations_KCOG_country_MMRule.conf,,900,customercancellatiommrule,kceg-gl-hmm-qlt-customercancellatiommrule-,42
Local,t_kceg_customer_cancellations,MMRule,KCEG_customer-cancellations_KCOG_entity_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_customer-cancellations_KCOG_entity_MMRule.conf,,900,customercancellatiommrule,kceg-gl-hmm-qlt-customercancellatiommrule-,42
Local,t_kceg_customer_cancellations,MRField,KCEG_customer-cancellations_MRField.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_customer-cancellations_MRField.conf,,900,customercancellatiomrfield,kceg-gl-hmm-qlt-customercancellatiomrfield-,43
Local,t_kceg_customer_cancellations,MRObject,KCEG_customer-cancellations_MRObject.conf,9.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_customer-cancellations_MRObject.conf,,900,customercancellatiomrobject,kceg-gl-hmm-qlt-customercancellatiomrobject-,44
Local,t_kceg_customer_engagement_dp,MRField,KCEG_customer-engagement-dp_MRField.conf,13.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/13.0.0/entregable_hammurabi/KCEG/KCEG_customer-engagement-dp_MRField.conf,,1300,customerengagementdmrfield,kceg-gl-hmm-qlt-customerengagementdmrfield-,43
Local,t_kceg_customer_engagement_dp,MRObject,KCEG_customer-engagement-dp_MRObject.conf,13.0.0,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/13.0.0/entregable_hammurabi/KCEG/KCEG_customer-engagement-dp_MRObject.conf,,1300,customerengagementdmrobject,kceg-gl-hmm-qlt-customerengagementdmrobject-,44
Local,t_kceg_customer_engagement,MMRule,KCEG_customer-engagement_KBTQ_customer-info_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_customer-engagement_KBTQ_customer-info_MMRule.conf,,900,customerengagementmmrule,kceg-gl-hmm-qlt-customerengagementmmrule-,41
Local,t_kceg_customer_engagement,MRField,KCEG_customer-engagement_MRField.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/KCEG/KCEG_customer-engagement_MRField.conf,,900,customerengagementmrfield,kceg-gl-hmm-qlt-customerengagementmrfield-,42
