implantacion,table,conf_type,conf,version,params,ConfigURL,Extralibs,version_simple,unique_id,NombreJob,LARGO_MAX41+5
Holding,t_b0hn_sust_group_mark,MMRule,B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,,900,sustgroupmarkmmrule,b0hn-gl-hmm-qlt-sustgroupmarkmmrule-,36
Holding,t_b0hn_sust_group_mark,MRField,B0HN_sust-group-mark_MRField.conf,10.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,,1000,sustgroupmarkmrfield,b0hn-gl-hmm-qlt-sustgroupmarkmrfield-,37
Holding,t_b0hn_sust_group_mark,MRField,B0HN_sust-group-mark_MRField.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRField.conf,,900,sustgroupmarkmrfield,b0hn-gl-hmm-qlt-sustgroupmarkmrfield-,37
Holding,t_b0hn_sust_group_mark,MRObject,B0HN_sust-group-mark_MRObject.conf,9.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-group-mark_MRObject.conf,,900,sustgroupmarkmrobject,b0hn-gl-hmm-qlt-sustgroupmarkmrobject-,38
Holding,t_b0hn_sust_groups_fdbk_detail,MMRule,B0HN_sust-groups-fdbk-detail_B0HN_sust-groups-fdbk_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-groups-fdbk-detail_B0HN_sust-groups-fdbk_MMRule.conf,,900,sustgroupsfdbkdetaimmrule,b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimmrule-,42
Holding,t_b0hn_sust_groups_fdbk_detail,MRField,B0HN_sust-groups-fdbk-detail_MRField.conf,10.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.0/entregable_hammurabi/B0HN/B0HN_sust-groups-fdbk-detail_MRField.conf,,1000,sustgroupsfdbkdetaimrfield,b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimrfield-,43
Holding,t_b0hn_sust_groups_fdbk_detail,MRField,B0HN_sust-groups-fdbk-detail_MRField.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-groups-fdbk-detail_MRField.conf,,900,sustgroupsfdbkdetaimrfield,b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimrfield-,43
Holding,t_b0hn_sust_groups_fdbk_detail,MRObject,B0HN_sust-groups-fdbk-detail_MRObject.conf,9.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-groups-fdbk-detail_MRObject.conf,,900,sustgroupsfdbkdetaimrobject,b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimrobject-,44
Holding,t_b0hn_sust_groups_fdbk,MMRule,B0HN_sust-groups-fdbk_B0HN_sust-groups-fdbk-detail_MMRule.conf,9.0.0,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data

JOB EXTRALIBS:
     extralibs: Link to custom repository",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-groups-fdbk_B0HN_sust-groups-fdbk-detail_MMRule.conf,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gdh/hammurabi-filteragg/1.0.5/hammurabi-filteragg-1.0.5-jar-with-dependencies.jar,900,sustgroupsfdbkmmrule,b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-,37
Holding,t_b0hn_sust_groups_fdbk,MMRule,B0HN_sust-groups-fdbk_B0HN_sust-groups-fdbk-detail_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-groups-fdbk_B0HN_sust-groups-fdbk-detail_MMRule.conf,,900,sustgroupsfdbkmmrule,b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-,37
Holding,t_b0hn_sust_groups_fdbk,MMRule,B0HN_sust-groups-fdbk_KCOG_country_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-groups-fdbk_KCOG_country_MMRule.conf,,900,sustgroupsfdbkmmrule,b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-,37
Holding,t_b0hn_sust_groups_fdbk,MMRule,B0HN_sust-groups-fdbk_KCOG_entity_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-groups-fdbk_KCOG_entity_MMRule.conf,,900,sustgroupsfdbkmmrule,b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-,37
Holding,t_b0hn_sust_groups_fdbk,MRField,B0HN_sust-groups-fdbk_MRField.conf,10.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/10.0.0/entregable_hammurabi/B0HN/B0HN_sust-groups-fdbk_MRField.conf,,1000,sustgroupsfdbkmrfield,b0hn-gl-hmm-qlt-sustgroupsfdbkmrfield-,38
Holding,t_b0hn_sust_groups_fdbk,MRField,B0HN_sust-groups-fdbk_MRField.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-groups-fdbk_MRField.conf,,900,sustgroupsfdbkmrfield,b0hn-gl-hmm-qlt-sustgroupsfdbkmrfield-,38
Holding,t_b0hn_sust_groups_fdbk,MRObject,B0HN_sust-groups-fdbk_MRObject.conf,9.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_sust-groups-fdbk_MRObject.conf,,900,sustgroupsfdbkmrobject,b0hn-gl-hmm-qlt-sustgroupsfdbkmrobject-,39
Holding,t_b0hn_toolkit_esg_group_output,MMRule,B0HN_toolkit-esg-group-output_KSAG_holding-business-group_MMRule.conf,13.0.3,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/13.0.3/entregable_hammurabi/B0HN/B0HN_toolkit-esg-group-output_KSAG_holding-business-group_MMRule.conf,,1303,toolkitesggroupoutpmmrule,b0hn-gl-hmm-qlt-toolkitesggroupoutpmmrule-,42
Holding,t_b0hn_toolkit_esg_group_output,MRField,B0HN_toolkit-esg-group-output_MRField.conf,12.1.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/B0HN/B0HN_toolkit-esg-group-output_MRField.conf,,1210,toolkitesggroupoutpmrfield,b0hn-gl-hmm-qlt-toolkitesggroupoutpmrfield-,43
Holding,t_b0hn_toolkit_esg_group_output,MRField,B0HN_toolkit-esg-group-output_MRField.conf,12.1.0,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data

JOB EXTRALIBS:
     extralibs: Link to custom repository",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/B0HN/B0HN_toolkit-esg-group-output_MRField.conf,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/projectsdatio/c360hammcustom/1.3.2/c360hammcustom-1.3.2-jar-with-dependencies.jar,1210,toolkitesggroupoutpmrfield,b0hn-gl-hmm-qlt-toolkitesggroupoutpmrfield-,43
Holding,t_b0hn_toolkit_esg_group_output,MRField,B0HN_toolkit-esg-group-output_MRField.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_toolkit-esg-group-output_MRField.conf,,900,toolkitesggroupoutpmrfield,b0hn-gl-hmm-qlt-toolkitesggroupoutpmrfield-,43
Holding,t_b0hn_toolkit_esg_group_output,MRObject,B0HN_toolkit-esg-group-output_MRObject.conf,9.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/B0HN/B0HN_toolkit-esg-group-output_MRObject.conf,,900,toolkitesggroupoutpmrobject,b0hn-gl-hmm-qlt-toolkitesggroupoutpmrobject-,44
Local,t_cgj7_customer_carbon_footprint,MMRule,CGJ7_customer-carbon-footprint_KBTQ_customer-info_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_customer-carbon-footprint_KBTQ_customer-info_MMRule.conf,,900,customercarbonfootpmmrule,cgj7-gl-hmm-qlt-customercarbonfootpmmrule-,42
Local,t_cgj7_customer_carbon_footprint,MMRule,CGJ7_customer-carbon-footprint_KCOG_country_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_customer-carbon-footprint_KCOG_country_MMRule.conf,,900,customercarbonfootpmmrule,cgj7-gl-hmm-qlt-customercarbonfootpmmrule-,42
Local,t_cgj7_customer_carbon_footprint,MMRule,CGJ7_customer-carbon-footprint_KCOG_entity_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_customer-carbon-footprint_KCOG_entity_MMRule.conf,,900,customercarbonfootpmmrule,cgj7-gl-hmm-qlt-customercarbonfootpmmrule-,42
Local,t_cgj7_customer_carbon_footprint,MRField,CGJ7_customer-carbon-footprint_MRField.conf,9.0.0,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     PREVIOUS_CUTOFF_DATE: Previous date to be compared

JOB EXTRALIBS:
     extralibs: Link to custom repository",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_customer-carbon-footprint_MRField.conf,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local%2Fcom%2Fbbva%2Fprojectsdatio%2Fc360hammcustom%2F1.0.0%2Fc360hammcustom-1.0.0-jar-with-dependencies.jar,900,customercarbonfootpmrfield,cgj7-gl-hmm-qlt-customercarbonfootpmrfield-,43
Local,t_cgj7_customer_carbon_footprint,MRObject,CGJ7_customer-carbon-footprint_MRObject.conf,9.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_customer-carbon-footprint_MRObject.conf,,900,customercarbonfootpmrobject,cgj7-gl-hmm-qlt-customercarbonfootpmrobject-,44
Holding,t_cgj7_sust_customer_mark,MMRule,CGJ7_sust-customer-mark_KBTQ_customer-info_MMRule.conf,13.0.3,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/13.0.3/entregable_hammurabi/CGJ7/CGJ7_sust-customer-mark_KBTQ_customer-info_MMRule.conf,,1303,sustcustomermarkmmrule,cgj7-gl-hmm-qlt-sustcustomermarkmmrule-,39
Holding,t_cgj7_sust_customer_mark,MRField,CGJ7_sust-customer-mark_MRField.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_sust-customer-mark_MRField.conf,,900,sustcustomermarkmrfield,cgj7-gl-hmm-qlt-sustcustomermarkmrfield-,40
Holding,t_cgj7_sust_customer_mark,MRObject,CGJ7_sust-customer-mark_MRObject.conf,9.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_sust-customer-mark_MRObject.conf,,900,sustcustomermarkmrobject,cgj7-gl-hmm-qlt-sustcustomermarkmrobject-,41
Local,t_cgj7_sustainability_findings,MMRule,CGJ7_sustainability-findings_KBTQ_role-person_MMRule.conf,9.0.1,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.1/entregable_hammurabi/CGJ7/CGJ7_sustainability-findings_KBTQ_role-person_MMRule.conf,,901,sustainabilityfindimmrule,cgj7-gl-hmm-qlt-sustainabilityfindimmrule-,42
Local,t_cgj7_sustainability_findings,MMRule,CGJ7_sustainability-findings_KCOG_country_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_sustainability-findings_KCOG_country_MMRule.conf,,900,sustainabilityfindimmrule,cgj7-gl-hmm-qlt-sustainabilityfindimmrule-,42
Local,t_cgj7_sustainability_findings,MMRule,CGJ7_sustainability-findings_KCOG_entity_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_sustainability-findings_KCOG_entity_MMRule.conf,,900,sustainabilityfindimmrule,cgj7-gl-hmm-qlt-sustainabilityfindimmrule-,42
Local,t_cgj7_sustainability_findings,MRField,CGJ7_sustainability-findings_MRField.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_sustainability-findings_MRField.conf,,900,sustainabilityfindimrfield,cgj7-gl-hmm-qlt-sustainabilityfindimrfield-,43
Local,t_cgj7_sustainability_findings,MRObject,CGJ7_sustainability-findings_MRObject.conf,9.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_sustainability-findings_MRObject.conf,,900,sustainabilityfindimrobject,cgj7-gl-hmm-qlt-sustainabilityfindimrobject-,44
Local,t_cgj7_sustainability_survey,MMRule,CGJ7_sustainability-survey_KBTQ_customer-info_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_sustainability-survey_KBTQ_customer-info_MMRule.conf,,900,sustainabilitysurvemmrule,cgj7-gl-hmm-qlt-sustainabilitysurvemmrule-,42
Local,t_cgj7_sustainability_survey,MMRule,CGJ7_sustainability-survey_KCOG_country_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_sustainability-survey_KCOG_country_MMRule.conf,,900,sustainabilitysurvemmrule,cgj7-gl-hmm-qlt-sustainabilitysurvemmrule-,42
Local,t_cgj7_sustainability_survey,MMRule,CGJ7_sustainability-survey_KCOG_entity_MMRule.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_sustainability-survey_KCOG_entity_MMRule.conf,,900,sustainabilitysurvemmrule,cgj7-gl-hmm-qlt-sustainabilitysurvemmrule-,42
Local,t_cgj7_sustainability_survey,MRField,CGJ7_sustainability-survey_MRField.conf,9.0.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_sustainability-survey_MRField.conf,,900,sustainabilitysurvemrfield,cgj7-gl-hmm-qlt-sustainabilitysurvemrfield-,43
Local,t_cgj7_sustainability_survey,MRObject,CGJ7_sustainability-survey_MRObject.conf,9.0.0,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/9.0.0/entregable_hammurabi/CGJ7/CGJ7_sustainability-survey_MRObject.conf,,900,sustainabilitysurvemrobject,cgj7-gl-hmm-qlt-sustainabilitysurvemrobject-,44
Local,t_cmov_bbva_categorized_mov,MRField,CMOV_bbva-categorized-mov_MRField.conf,12.0.2,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.0.2/entregable_hammurabi/CMOV/CMOV_bbva-categorized-mov_MRField.conf,,1202,bbvacategorizedmovmrfield,cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-,42
Local,t_cmov_bbva_categorized_mov,MRField,CMOV_bbva-categorized-mov_MRField.conf,12.1.0,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/CMOV/CMOV_bbva-categorized-mov_MRField.conf,,1210,bbvacategorizedmovmrfield,cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-,42
Local,t_cmov_bbva_categorized_mov,MRField,CMOV_bbva-categorized-mov_MRField.conf,12.1.0,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_PATH_0: Ruta del catálogo local
CATALOG_SCHEMA_0: Esquema de la tabla local",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/CMOV/CMOV_bbva-categorized-mov_MRField.conf,,1210,bbvacategorizedmovmrfield,cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-,42
Local,t_cmov_bbva_categorized_mov,MRField,CMOV_bbva-categorized-mov_MRField.conf,12.1.0,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_PATH_1: Ruta del catálogo local
CATALOG_SCHEMA_1: Esquema de la tabla local",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/CMOV/CMOV_bbva-categorized-mov_MRField.conf,,1210,bbvacategorizedmovmrfield,cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-,42
Local,t_cmov_bbva_categorized_mov,MRField,CMOV_bbva-categorized-mov_MRField.conf,12.1.0,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_PATH_2: Ruta del catálogo local
CATALOG_SCHEMA_2: Esquema de la tabla local",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/CMOV/CMOV_bbva-categorized-mov_MRField.conf,,1210,bbvacategorizedmovmrfield,cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-,42
Local,t_cmov_bbva_categorized_mov,MRField,CMOV_bbva-categorized-mov_MRField.conf,12.1.0,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_PATH_3: Ruta del catálogo local
CATALOG_SCHEMA_3: Esquema de la tabla local",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/CMOV/CMOV_bbva-categorized-mov_MRField.conf,,1210,bbvacategorizedmovmrfield,cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-,42
Local,t_cmov_bbva_categorized_mov,MRField,CMOV_bbva-categorized-mov_MRField.conf,12.1.0,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local 
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_PATH_4: Ruta del catálogo local
CATALOG_SCHEMA_4: Esquema de la tabla local",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/CMOV/CMOV_bbva-categorized-mov_MRField.conf,,1210,bbvacategorizedmovmrfield,cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-,42
Local,t_cmov_bbva_categorized_mov,MRField,CMOV_bbva-categorized-mov_MRField.conf,12.1.0,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_5: Columna del catálogo local 
CATALOG_CODE_5: Filtrado del catálogo local
CATALOG_PATH_5: Ruta del catálogo local
CATALOG_SCHEMA_5: Esquema de la tabla local",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/CMOV/CMOV_bbva-categorized-mov_MRField.conf,,1210,bbvacategorizedmovmrfield,cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-,42
Local,t_cmov_bbva_categorized_mov,MRField,CMOV_bbva-categorized-mov_MRField.conf,12.1.0,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_6: Columna del catálogo local 
CATALOG_CODE_6: Filtrado del catálogo local
CATALOG_PATH_6: Ruta del catálogo local
CATALOG_SCHEMA_6: Esquema de la tabla local",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/CMOV/CMOV_bbva-categorized-mov_MRField.conf,,1210,bbvacategorizedmovmrfield,cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-,42
Local,t_cmov_bbva_categorized_mov,MRField,CMOV_bbva-categorized-mov_MRField.conf,12.1.0,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_7: Columna del catálogo local 
CATALOG_CODE_7: Filtrado del catálogo local
CATALOG_PATH_7: Ruta del catálogo local
CATALOG_SCHEMA_7: Esquema de la tabla local",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/CMOV/CMOV_bbva-categorized-mov_MRField.conf,,1210,bbvacategorizedmovmrfield,cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-,42
Local,t_cmov_bbva_categorized_mov,MRField,CMOV_bbva-categorized-mov_MRField.conf,12.1.0,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_8: Columna del catálogo local 
CATALOG_CODE_8: Filtrado del catálogo local
CATALOG_PATH_8: Ruta del catálogo local
CATALOG_SCHEMA_8: Esquema de la tabla local",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/CMOV/CMOV_bbva-categorized-mov_MRField.conf,,1210,bbvacategorizedmovmrfield,cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-,42
Local,t_cmov_bbva_categorized_mov,MRField,CMOV_bbva-categorized-mov_MRField.conf,12.1.0,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_9: Columna del catálogo local 
CATALOG_CODE_9: Filtrado del catálogo local
CATALOG_PATH_9: Ruta del catálogo local
CATALOG_SCHEMA_9: Esquema de la tabla local",https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/datiobd/c360-hammurabi/12.1.0/entregable_hammurabi/CMOV/CMOV_bbva-categorized-mov_MRField.conf,,1210,bbvacategorizedmovmrfield,cmov-gl-hmm-qlt-bbvacategorizedmovmrfield-,42
