,archivos,tablas,ids,namings,criticals,type_rules,datavaluescolumn,datavaluessubset,datavaluespath,values,subset,drilldown,acceptanceMin,rule
896,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/katc/glgldh360gloqlt/hammurabi/confs/master/katc/KATC_relevant-facts_KCOG_entity_MMRule.conf,t_katc_relevant_facts,GL_STR_t_katc_relevant_facts_4.3_001,g_entity_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_entity/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
922,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcdg/glgldh360gloqlt/hammurabi/confs/master/kcdg/KCDG_graph-edges_KCDG_graph-nodes_MMRule.conf,t_kcdg_graph_edges,277e947ac9,gf_graph_name,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,gf_cutoff_date='CUTOFF_DATE',['MASTERSCHEMA.t_kcdg_graph_nodes'],,,,ACCEPTANCE_MIN_KCDG_00,4.3
923,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcdg/glgldh360gloqlt/hammurabi/confs/master/kcdg/KCDG_graph-edges_KCDG_graph-nodes_MMRule.conf,t_kcdg_graph_edges,277e947aca,gf_subgraph_name,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,gf_cutoff_date='CUTOFF_DATE',['MASTERSCHEMA.t_kcdg_graph_nodes'],,,,ACCEPTANCE_MIN_KCDG_01,4.3
984,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_agg-balances-main-holder_KBTQ_customer-info_MMRule.conf,t_kceg_agg_balances_main_holder,277e947aab,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_customer_info/'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1002,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_agg-balances-main-holder_YH2J_global-product-hierarchy_MMRule.conf,t_kceg_agg_balances_main_holder,277e947b0b,g_global_product_hier_elem_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,gf_cutoff_date='CUTOFF_DATE',['/data/master/yh2j/data/t_yh2j_global_product_hierarchy/'],,,,ACCEPTANCE_MIN_YH2J_00,4.3
1003,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_agg-balances_KBTQ_customer-info_MMRule.conf,t_kceg_agg_balances,GL_STR_t_kceg_agg_balances_4.3_002,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_customer_info/'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1004,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_agg-balances_KCOG_country_MMRule.conf,t_kceg_agg_balances,GL_STR_t_kceg_agg_balances_4.3_000,g_country_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_country/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1005,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_agg-balances_KCOG_entity_MMRule.conf,t_kceg_agg_balances,GL_STR_t_kceg_agg_balances_4.3_001,g_entity_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_entity/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1046,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_agg-services_KBTQ_customer-info_MMRule.conf,t_kceg_agg_services,GL_STR_t_kceg_agg_services_4.3_002,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_customer_info/'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1047,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_agg-services_KCOG_country_MMRule.conf,t_kceg_agg_services,GL_STR_t_kceg_agg_services_4.3_000,g_country_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_country/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1048,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_agg-services_KCOG_entity_MMRule.conf,t_kceg_agg_services,GL_STR_t_kceg_agg_services_4.3_001,g_entity_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_entity/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1086,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_cust-agg-recurring-income_KBTQ_eom-customer_MMRule.conf,t_kceg_cust_agg_recurring_income,2900aa7059,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['MASTERSCHEMA.t_kbtq_eom_customer'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1128,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_cust-prod-main-holder_KBTQ_customer-info_MMRule.conf,t_kceg_cust_prod_main_holder,277e947b1f,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_customer_info/'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1151,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_cust-prod-main-holder_YH2J_global-product-hierarchy_MMRule.conf,t_kceg_cust_prod_main_holder,277e947b32,g_global_product_hier_elem_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,gf_cutoff_date='CUTOFF_DATE',['/data/master/yh2j/data/t_yh2j_global_product_hierarchy/'],,,,ACCEPTANCE_MIN_YH2J_00,4.3
1152,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-app-expertise_KBTQ_customer-info_MMRule.conf,t_kceg_customer_app_expertise,GL_STR_t_kceg_customer_app_expertise_4.3_000,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['MASTERSCHEMA.t_kbtq_customer_info'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1164,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-cancellations_KBTQ_customer-info_MMRule.conf,t_kceg_customer_cancellations,GL_STR_t_kceg_customer_cancellations_4.3_002,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_customer_info/'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1165,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-cancellations_KCOG_branch_MMRule.conf,t_kceg_customer_cancellations,GL_STR_t_kceg_customer_cancellations_4.3_003,g_branch_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_branch/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1166,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-cancellations_KCOG_country_MMRule.conf,t_kceg_customer_cancellations,GL_STR_t_kceg_customer_cancellations_4.3_000,g_country_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_country/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1167,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-cancellations_KCOG_entity_MMRule.conf,t_kceg_customer_cancellations,GL_STR_t_kceg_customer_cancellations_4.3_001,g_entity_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_entity/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1206,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-engagement_KBTQ_eom-customer_MMRule.conf,t_kceg_customer_engagement,2900aa717a,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['MASTERSCHEMA.t_kbtq_eom_customer'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1220,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-products-dp_KBTQ_customer-info_MMRule.conf,t_kceg_customer_products_dp,GL_STR_t_kceg_customer_products_dp_4.3_000,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_customer_info/'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1249,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-products_KBTQ_customer-info_MMRule.conf,t_kceg_customer_products,GL_STR_t_kceg_customer_products_4.3_002,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_customer_info/'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1250,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-products_KCOG_country_MMRule.conf,t_kceg_customer_products,GL_STR_t_kceg_customer_products_4.3_000,g_country_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_country/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1251,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-products_KCOG_entity_MMRule.conf,t_kceg_customer_products,GL_STR_t_kceg_customer_products_4.3_001,g_entity_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_entity/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1287,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-registers_KBTQ_customer-info_MMRule.conf,t_kceg_customer_registers,GL_STR_t_kceg_customer_registers_4.3_002,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_customer_info/'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1289,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-registers_KCOG_branch_MMRule.conf,t_kceg_customer_registers,GL_STR_t_kceg_customer_registers_4.3_003,g_branch_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_branch/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1290,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-registers_KCOG_country_MMRule.conf,t_kceg_customer_registers,GL_STR_t_kceg_customer_registers_4.3_000,g_country_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_country/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1291,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_customer-registers_KCOG_entity_MMRule.conf,t_kceg_customer_registers,GL_STR_t_kceg_customer_registers_4.3_001,g_entity_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_entity/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1312,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_fx-cust-channel-activity_KBTQ_customer-info_MMRule.conf,t_kceg_fx_cust_channel_activity,289154b57d,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['MASTERSCHEMA.t_kbtq_customer_info'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1313,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_fx-cust-channel-activity_KCEG_fx-cust-gnrl-feat_MMRule.conf,t_kceg_fx_cust_channel_activity,28910d7355,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,,['MASTERSCHEMA.t_kceg_fx_cust_gnrl_feat'],,,,ACCEPTANCE_MIN_KCEG_00,4.3
1331,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_fx-cust-gnrl-feat_KBTQ_customer-info_MMRule.conf,t_kceg_fx_cust_gnrl_feat,28910d7429,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['MASTERSCHEMA.t_kbtq_customer_info'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1364,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_fx-cust-qtry-activity_KCEG_fx-cust-gnrl-feat_MMRule.conf,t_kceg_fx_cust_qtry_activity,28910d74da,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,,['MASTERSCHEMA.t_kceg_fx_cust_gnrl_feat'],,,,ACCEPTANCE_MIN_KCEG_00,4.3
1392,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_identity-graph_KCOG_entity_MMRule.conf,t_kceg_identity_graph,GL_STR_t_kceg_identity_graph_4.3_000,g_entity_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_entity/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1413,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_recurring-income-detail_KBTQ_role-person_MMRule.conf,t_kceg_recurring_income_detail,28b2749141,g_role_person_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,,['MASTERSCHEMA.t_kbtq_role_person'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1437,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_trans-recommendation_KBTQ_role-person_MMRule.conf,t_kceg_trans_recommendation,287b3bd23b,g_role_person_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['MASTERSCHEMA.t_kbtq_role_person'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1446,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kceg/glgldh360gloqlt/hammurabi/confs/master/kceg/KCEG_transaction-evaluation_KBTQ_role-person_MMRule.conf,t_kceg_transaction_evaluation,287b3bd810,g_role_person_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['MASTERSCHEMA.t_kbtq_role_person'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1455,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_appl-cust-contract-perst_KBTQ_customer-info_MMRule.conf,t_kcpg_appl_cust_contract_perst,277e947b33,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_customer_info/'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1456,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_appl-cust-contract-perst_KSAN_contract-global-local_MMRule.conf,t_kcpg_appl_cust_contract_perst,277e947b34,g_contract_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/ksan/data/t_ksan_contract_global_local/'],,,,ACCEPTANCE_MIN_KSAN_00,4.3
1486,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_budget-contract-trip_KSAN_contract-global-local_MMRule.conf,t_kcpg_budget_contract_trip,GL_STR_t_kcpg_budget_contract_trip_4.3_000,g_contract_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/ksan/data/t_ksan_contract_global_local/'],,,,ACCEPTANCE_MIN_KSAN_00,4.3
1515,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_customer-cust-prod-mp_KCOG_country_MMRule.conf,t_kcpg_customer_cust_prod_mp,29001a2b20,g_country_id,False,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1=1,['MASTERSCHEMA.t_kcog_country'],,1=1,,ACCEPTANCE_MIN_KCOG_00,4.3
1516,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_customer-cust-prod-mp_KCOG_currency_MMRule.conf,t_kcpg_customer_cust_prod_mp,29001a2c10,g_currency_id,False,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1=1,['MASTERSCHEMA.t_kcog_currency'],,g_currency_id != '' AND g_currency_id IS NOT NULL,,ACCEPTANCE_MIN_KCOG_01,4.3
1543,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_customer-cust-prod_KBTQ_customer-info_MMRule.conf,t_kcpg_customer_cust_prod,277e947b35,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_customer_info/'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1544,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_customer-cust-prod_KSAN_contract-global-local_MMRule.conf,t_kcpg_customer_cust_prod,277e947b36,g_contract_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/ksan/data/t_ksan_contract_global_local/'],,,,ACCEPTANCE_MIN_KSAN_00,4.3
1563,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_customer-invest-goals_KBTQ_customer-info_MMRule.conf,t_kcpg_customer_invest_goals,277e947b37,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_customer_info/'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1595,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_customer-rules_KBTQ_customer-info_MMRule.conf,t_kcpg_customer_rules,GL_STR_t_kcpg_customer_rules_4.3_003,g_customer_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_customer_info/'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1596,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_customer-rules_KCOG_country_MMRule.conf,t_kcpg_customer_rules,GL_STR_t_kcpg_customer_rules_4.3_000,g_country_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_country/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1597,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_customer-rules_KCOG_currency_MMRule.conf,t_kcpg_customer_rules,GL_STR_t_kcpg_customer_rules_4.3_001,g_currency_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_currency/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1598,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_customer-rules_KCOG_entity_MMRule.conf,t_kcpg_customer_rules,GL_STR_t_kcpg_customer_rules_4.3_002,g_entity_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_entity/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1639,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_expense-group-member_KCOG_entity_MMRule.conf,t_kcpg_expense_group_member,28e0b427fe,g_entity_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['MASTERSCHEMA.t_kcog_entity'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1640,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_expense-group-member_KCPG_expense-group_MMRule.conf,t_kcpg_expense_group_member,28e0b42903,gf_expenses_group_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,gf_cutoff_date='CUTOFF_DATE',['MASTERSCHEMA.t_kcpg_expense_group'],,,,ACCEPTANCE_MIN_KCPG_00,4.3
1650,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_expense-group-participant_KBTQ_role-person_MMRule.conf,t_kcpg_expense_group_participant,28e0b42bb4,g_role_person_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['MASTERSCHEMA.t_kbtq_role_person'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1651,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_expense-group-participant_KCOG_entity_MMRule.conf,t_kcpg_expense_group_participant,28e0b42abc,g_entity_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['MASTERSCHEMA.t_kcog_entity'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1659,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_expense-group_KCOG_entity_MMRule.conf,t_kcpg_expense_group,28e1399f4c,g_entity_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['MASTERSCHEMA.t_kcog_entity'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1666,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_general-budgets_KBTQ_role-person_MMRule.conf,t_kcpg_general_budgets,GL_STR_t_kcpg_general_budgets_4.3_002,g_role_person_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_role_person/'],,,,ACCEPTANCE_MIN_KBTQ_00,4.3
1667,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_general-budgets_KBTQ_role-person_MMRule.conf,t_kcpg_general_budgets,GL_STR_t_kcpg_general_budgets_4.3_003,g_person_role_type,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kbtq/data/t_kbtq_role_person/'],,,,ACCEPTANCE_MIN_KBTQ_01,4.3
1668,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_general-budgets_KCOG_country_MMRule.conf,t_kcpg_general_budgets,GL_STR_t_kcpg_general_budgets_4.3_000,g_country_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_country/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1669,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_general-budgets_KCOG_currency_MMRule.conf,t_kcpg_general_budgets,GL_STR_t_kcpg_general_budgets_4.3_001,g_currency_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_currency/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1700,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_general-goals_KCOG_country_MMRule.conf,t_kcpg_general_goals,GL_STR_t_kcpg_general_goals_4.3_000,g_country_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_country/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1736,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_goal-contributions_KCOG_country_MMRule.conf,t_kcpg_goal_contributions,GL_STR_t_kcpg_goal_contributions_4.3_000,g_country_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/kcog/data/t_kcog_country/'],,,,ACCEPTANCE_MIN_KCOG_00,4.3
1737,C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/kcpg/glgldh360gloqlt/hammurabi/confs/master/kcpg/KCPG_goal-contributions_KCPG_general-goals_MMRule.conf,t_kcpg_goal_contributions,GL_STR_t_kcpg_goal_contributions_4.3_001,gf_goal_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,gf_cutoff_date='CUTOFF_DATE',['/data/master/kcpg/data/t_kcpg_general_goals/'],,,,ACCEPTANCE_MIN_KCPG_00,4.3
