ids;naming_set;tablas;subset;datavaluespath;values;datavaluescolumn;datavaluessubset;ID RULE;CATALOG (TAXONOMY/STATIC) (3.5-6.1-6.10);Frequency of measurement;Subset;DEFINITION PERIOD;PUBLICATION DATE;STATUS DEVELOPMENT;STATUS IMPLANTATION;Parameters;datavaluespath_str;datavaluessubset_gcatalogid;datavaluessubset_gffrequencytype
GL_DOM_t_b0hn_sust_group_mark_3.5_000;{'gf_sustainability_mark_id'};t_b0hn_sust_group_mark;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='SUST' and gf_frequency_type='M';GL_DOM_t_b0hn_sust_group_mark_3.5_000;SUST;Monthly;;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;SUST;M
GL_DOM_t_b0hn_sust_group_mark_3.5_001;{'gf_sustainability_subcatg_id'};t_b0hn_sust_group_mark;gf_sustainability_mark_id = 'C593';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C593' and gf_frequency_type='M';GL_DOM_t_b0hn_sust_group_mark_3.5_001;C593;Monthly;gf_sustainability_mark_id igual a C593;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C593;M
GL_DOM_t_b0hn_sust_group_mark_3.5_002;{'gf_sustainability_subcatg_id'};t_b0hn_sust_group_mark;gf_sustainability_mark_id = 'RBCR';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBCR' and gf_frequency_type='M';GL_DOM_t_b0hn_sust_group_mark_3.5_002;RBCR;Monthly;gf_sustainability_mark_id igual a RBCR;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBCR;M
GL_DOM_t_b0hn_sust_group_mark_3.5_003;{'gf_sustainability_subcatg_id'};t_b0hn_sust_group_mark;gf_sustainability_mark_id = 'RBES';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBES' and gf_frequency_type='M';GL_DOM_t_b0hn_sust_group_mark_3.5_003;RBES;Monthly;gf_sustainability_mark_id igual a RBES;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBES;M
GL_DOM_t_b0hn_sust_group_mark_3.5_004;{'gf_sustainability_subcatg_id'};t_b0hn_sust_group_mark;gf_sustainability_mark_id = 'RBGR';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBGR' and gf_frequency_type='M';GL_DOM_t_b0hn_sust_group_mark_3.5_004;RBGR;Monthly;gf_sustainability_mark_id es igual a RBGR;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBGR;M
GL_DOM_t_b0hn_sust_group_mark_3.5_005;{'gf_sustainability_subcatg_id'};t_b0hn_sust_group_mark;gf_sustainability_mark_id = 'RBOI';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBOI' and gf_frequency_type='M';GL_DOM_t_b0hn_sust_group_mark_3.5_005;RBOI;Monthly;gf_sustainability_mark_id es igual a RBOI;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBOI;M
GL_DOM_t_b0hn_sust_group_mark_3.5_006;{'gf_sustainability_subcatg_id'};t_b0hn_sust_group_mark;gf_sustainability_mark_id = 'RBSO';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBSO' and gf_frequency_type='M';GL_DOM_t_b0hn_sust_group_mark_3.5_006;RBSO;Monthly;gf_sustainability_mark_id es igual a RBSO;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBSO;M
GL_DOM_t_b0hn_sust_group_mark_3.5_007;{'gf_sustainability_category_id'};t_b0hn_sust_group_mark;gf_sustainability_mark_id = 'C593';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C593' and gf_frequency_type='M';GL_DOM_t_b0hn_sust_group_mark_3.5_007;C593;Monthly;gf_sustainability_mark_id igual a C593;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C593;M
GL_DOM_t_b0hn_sust_group_mark_3.5_008;{'gf_sustainability_category_id'};t_b0hn_sust_group_mark;gf_sustainability_mark_id = 'RBCR';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBCR' and gf_frequency_type='M';GL_DOM_t_b0hn_sust_group_mark_3.5_008;RBCR;Monthly;gf_sustainability_mark_id igual a RBCR;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBCR;M
GL_DOM_t_b0hn_sust_group_mark_3.5_009;{'gf_sustainability_category_id'};t_b0hn_sust_group_mark;gf_sustainability_mark_id = 'RBES';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBES' and gf_frequency_type='M';GL_DOM_t_b0hn_sust_group_mark_3.5_009;RBES;Monthly;gf_sustainability_mark_id igual a RBES;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBES;M
GL_DOM_t_b0hn_sust_group_mark_3.5_010;{'gf_sustainability_category_id'};t_b0hn_sust_group_mark;gf_sustainability_mark_id = 'RBGR';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBGR' and gf_frequency_type='M';GL_DOM_t_b0hn_sust_group_mark_3.5_010;RBGR;Monthly;gf_sustainability_mark_id es igual a RBGR;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBGR;M
GL_DOM_t_b0hn_sust_group_mark_3.5_011;{'gf_sustainability_category_id'};t_b0hn_sust_group_mark;gf_sustainability_mark_id = 'RBOI';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBOI' and gf_frequency_type='M';GL_DOM_t_b0hn_sust_group_mark_3.5_011;RBOI;Monthly;gf_sustainability_mark_id es igual a RBOI;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBOI;M
GL_DOM_t_b0hn_sust_group_mark_3.5_012;{'gf_sustainability_category_id'};t_b0hn_sust_group_mark;gf_sustainability_mark_id = 'RBSO';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBSO' and gf_frequency_type='M';GL_DOM_t_b0hn_sust_group_mark_3.5_012;RBSO;Monthly;gf_sustainability_mark_id es igual a RBSO;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBSO;M
GL_DOM_t_b0hn_sust_groups_fdbk_detail_3.5_000;{'g_question_group_type'};t_b0hn_sust_groups_fdbk_detail;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='A777' and gf_frequency_type='D';GL_DOM_t_b0hn_sust_groups_fdbk_detail_3.5_000;A777;Daily;;3Q22;Oct_2022;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;A777;D
GL_DOM_t_b0hn_sust_groups_fdbk_detail_3.5_003;{'g_country_id'};t_b0hn_sust_groups_fdbk_detail;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='D';GL_DOM_t_b0hn_sust_groups_fdbk_detail_3.5_003;C245;Daily;;2Q23;Jul_2023;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;D
GL_DOM_t_b0hn_sust_groups_fdbk_3.5_000;{'gf_supplier_billing_range_type'};t_b0hn_sust_groups_fdbk;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='A776' and gf_frequency_type='D';GL_DOM_t_b0hn_sust_groups_fdbk_3.5_000;A776;Daily;;3Q22;Oct_2022;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;A776;D
GL_DOM_t_b0hn_sust_groups_fdbk_3.5_001;{'g_supplier_sector_type'};t_b0hn_sust_groups_fdbk;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='A775' and gf_frequency_type='D';GL_DOM_t_b0hn_sust_groups_fdbk_3.5_001;A775;Daily;;3Q22;Oct_2022;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;A775;D
GL_DOM_t_b0hn_sust_groups_fdbk_3.5_003;{'g_country_id'};t_b0hn_sust_groups_fdbk;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='D';GL_DOM_t_b0hn_sust_groups_fdbk_3.5_003;C245;Daily;;2Q23;Jul_2023;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;D
27874bdea8;{'g_information_source_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B868' and gf_frequency_type='D';27874bdea8;B868;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B868;D
27874bdea9;{'g_currency_id'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C246' and gf_frequency_type='D';27874bdea9;C246;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C246;D
27874bdeaa;{'g_sltcs_cbn_rsk_rt_ase_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B854' and gf_frequency_type='D';27874bdeaa;B854;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B854;D
27874bdeab;{'g_sp_envir_rt_ase_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B784' and gf_frequency_type='D';27874bdeab;B784;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B784;D
27874bdeac;{'g_sp_socl_rt_ase_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B784' and gf_frequency_type='D';27874bdeac;B784;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B784;D
27874bdead;{'g_sp_govn_rt_ase_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B784' and gf_frequency_type='D';27874bdead;B784;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B784;D
27874bdeae;{'g_cdp_rating_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B940' and gf_frequency_type='D';27874bdeae;B940;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B940;D
27874bdeaf;{'g_sctr_mode_cdp_rating_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B940' and gf_frequency_type='D';27874bdeaf;B940;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B940;D
27874bdeb0;{'g_glob_esg_rt_sltcs_ase_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B854' and gf_frequency_type='D';27874bdeb0;B854;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B854;D
27874bdeb1;{'g_glob_esg_rt_sp_ase_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B784' and gf_frequency_type='D';27874bdeb1;B784;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B784;D
27874bdeb2;{'g_cdp_rating_assessment_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B942' and gf_frequency_type='D';27874bdeb2;B942;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B942;D
27874bdeb3;{'g_ovral_sust_awareness_l_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B796' and gf_frequency_type='D';27874bdeb3;B796;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B796;D
27874bdeb4;{'g_esg_controversy_level_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B807' and gf_frequency_type='D';27874bdeb4;B807;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B807;D
27874bdeb5;{'g_paris_agree_align_st_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B859' and gf_frequency_type='D';27874bdeb5;B859;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B859;D
27874bdeb6;{'g_sbti_trgt_cat_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B855' and gf_frequency_type='D';27874bdeb6;B855;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B855;D
27874bdeb7;{'g_em_red_trgt_meas_u_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B797' and gf_frequency_type='D';27874bdeb7;B797;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B797;D
27874bdeb8;{'g_em_red_trgt_scp_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B768' and gf_frequency_type='D';27874bdeb8;B768;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B768;D
27874bdeb9;{'g_net_zero_em_trgt_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B811' and gf_frequency_type='D';27874bdeb9;B811;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B811;D
27874bdeba;{'g_unit_meas_intns_ems_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B797' and gf_frequency_type='D';27874bdeba;B797;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B797;D
27874bdebb;{'g_cc_risks_oppties_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B862' and gf_frequency_type='D';27874bdebb;B862;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B862;D
27874bdebc;{'g_socl_env_fwk_scr_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B769' and gf_frequency_type='D';27874bdebc;B769;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B769;D
27874bdec1;{'g_battery_prod_strategy_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B770' and gf_frequency_type='D';27874bdec1;B770;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B770;D
27874bdec2;{'gf_ddc_electr_ve_mfg_pl_number'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B757' and gf_frequency_type='D';27874bdec2;B757;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B757;D
27874bdec3;{'g_esg_controversy_outlook_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B812' and gf_frequency_type='D';27874bdec3;B812;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B812;D
27874bdec4;{'g_red_trgt_em_ints_meas_u_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B797' and gf_frequency_type='D';27874bdec4;B797;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B797;D
27874bdebd;{'g_country_id'};t_b0hn_toolkit_esg_group_output;g_country_id is not null;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C245' and gf_frequency_type='D';27874bdebd;C245;Monthly;g_country_id is not null;4Q23;Ene_2024;FINISHED;DELIVERED;"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data

JOB EXTRALIBS:
     extralibs: Link to custom repository";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C245;D
27874bdebe;{'g_activity_per_parameter_type'};t_b0hn_toolkit_esg_group_output;g_activity_per_parameter_type is not null;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B863' and gf_frequency_type='D';27874bdebe;B863;Monthly;g_activity_per_parameter_type is not null;4Q23;Ene_2024;FINISHED;DELIVERED;"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data

JOB EXTRALIBS:
     extralibs: Link to custom repository";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B863;D
27874bdebf;{'g_revenue_act_cat_type'};t_b0hn_toolkit_esg_group_output;g_revenue_act_cat_type is not null;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B756' and gf_frequency_type='D';27874bdebf;B756;Monthly;g_revenue_act_cat_type is not null;4Q23;Ene_2024;FINISHED;DELIVERED;"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data

JOB EXTRALIBS:
     extralibs: Link to custom repository";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B756;D
27874bdec0;{'g_energy_prod_srce_type'};t_b0hn_toolkit_esg_group_output;g_energy_prod_srce_type is not null;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B794' and gf_frequency_type='D';27874bdec0;B794;Monthly;g_energy_prod_srce_type is not null;4Q23;Ene_2024;FINISHED;DELIVERED;"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data

JOB EXTRALIBS:
     extralibs: Link to custom repository";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B794;D
279172ce84;{'g_ma_up_segm_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B865' and gf_frequency_type='D';279172ce84;B865;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B865;D
27917300cf;{'g_e_ve_chrg_infr_inv_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B925' and gf_frequency_type='D';27917300cf;B925;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B925;D
2791732897;{'g_hydr_prod_inv_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B924' and gf_frequency_type='D';2791732897;B924;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B924;D
27917352e1;{'g_enrg_stor_batt_inv_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B931' and gf_frequency_type='D';27917352e1;B931;Monthly;;1Q24;Jul_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B931;D
2791737787;{'g_carbon_capture_inv_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B924' and gf_frequency_type='D';2791737787;B924;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B924;D
27917396ac;{'g_zr_methane_ems_trgt_type'};t_b0hn_toolkit_esg_group_output;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='B923' and gf_frequency_type='D';27917396ac;B923;Monthly;;4Q23;Ene_2024;FINISHED;DELIVERED;CUTOFF_DATE: Date of the data;/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;B923;D
GL_DOM_t_cgj7_sust_customer_mark_3.5_000;{'gf_sustainability_mark_id'};t_cgj7_sust_customer_mark;;['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='SUST' and gf_frequency_type='M';GL_DOM_t_cgj7_sust_customer_mark_3.5_000;SUST;Monthly;;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;SUST;M
GL_DOM_t_cgj7_sust_customer_mark_3.5_001;{'gf_sustainability_subcatg_id'};t_cgj7_sust_customer_mark;gf_sustainability_mark_id = 'C593';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='C593' and gf_frequency_type='M';GL_DOM_t_cgj7_sust_customer_mark_3.5_001;C593;Monthly;gf_sustainability_mark_id igual a C593;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;C593;M
GL_DOM_t_cgj7_sust_customer_mark_3.5_002;{'gf_sustainability_subcatg_id'};t_cgj7_sust_customer_mark;gf_sustainability_mark_id = 'RBCR';['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'];;gf_catalog_val_id;g_catalog_id ='RBCR' and gf_frequency_type='M';GL_DOM_t_cgj7_sust_customer_mark_3.5_002;RBCR;Monthly;gf_sustainability_mark_id igual a RBCR;2Q24;Jun_2024;FINISHED;DELIVERED;"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_type)";/data/master/ktny/data/t_ktny_catalog_values_taxonomy/;RBCR;M
