id_ns,job,status_code,content
gl.g5m3.app-id-23164.pro,g5m3-gl-hmm-qlt-inmmrulesustmoboperationcib-01,200,"{'data': [], 'pagination': {'links': {'first': '/v3/ns/gl.g5m3.app-id-23164.pro/jobs/g5m3-gl-hmm-qlt-inmmrulesustmoboperationcib-01/runs?paginationKey=0&pageSize=20', 'last': '/v3/ns/gl.g5m3.app-id-23164.pro/jobs/g5m3-gl-hmm-qlt-inmmrulesustmoboperationcib-01/runs?paginationKey=-1&pageSize=20'}, 'page': 0, 'totalPages': 0, 'totalElements': 0, 'pageSize': 20}}"
gl.l9ct.app-id-219787.pro,l9ct-gl-hmm-qlt-inmmrulecoassetrelemissionscomp-01,404,"{'_error': {'code': 'dataproc.jobNotFound', 'message': ""Job 'l9ct-gl-hmm-qlt-inmmrulecoassetrelemissionscomp-01' doesn't exist in Namespace 'gl.l9ct.app-id-219787.pro'""}}"
