,,,Nuestro doc: SDM [C360] - Componentes,,Ejemplo correcto:,,,,,,,,,,,,,,,Schema,Componente,,,,Dataproc Live,,,,,Planificación Proceso,,,Adicional,Países en los que aplica (Opcional),,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/kcpg/master/t_kcpg_general_budgets,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalbudgetsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalbudgetsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalbudgetsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalbudgetsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_kcpg_general_budgets,KCPG_general-budgets_MRField.conf,DELIVERED,15.1.0,KCPG,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kcpg_hamm/15.1.0/hammurabi/confs/master/kcpg/KCPG_general-budgets_MRField.conf,CUTOFF_DATE,2,Daily,DQ Local,Local,,,,,KCPG_time-execution-day_MRField.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-timeexecutiondaymrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-timeexecutiondaymrfield-01.json?at=refs%2Ftags%2Fv16.1.5",,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/kcpg/master/t_kcpg_general_budgets,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalbudgetsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalbudgetsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalbudgetsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalbudgetsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_kcpg_general_budgets,KCPG_general-budgets_MRField.conf,DELIVERED,16.1.7,KCPG,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kcpg_hamm/16.1.7/hammurabi/confs/master/kcpg/KCPG_general-budgets_MRField.conf,CUTOFF_DATE,2,Daily,DQ Local,Local,,,,,KCPG_time-execution-day_MRObject.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-timeexecutiondaymrobject-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-timeexecutiondaymrobject-01.json?at=refs%2Ftags%2Fv16.1.5",,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/kcpg/master/t_kcpg_general_budgets,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalbudgetsmrobject-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalbudgetsmrobject-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalbudgetsmrobject-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalbudgetsmrobject-01.json?at=refs%2Ftags%2Fv16.1.5",t_kcpg_general_budgets,KCPG_general-budgets_MRObject.conf,DELIVERED,15.1.0,KCPG,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kcpg_hamm/15.1.0/hammurabi/confs/master/kcpg/KCPG_general-budgets_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Daily,DQ Local,Local,,,,,KCPG_time-execution-day_KBTQ_customer-info_MMRule.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-timeexecutiondaymmrule-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-timeexecutiondaymmrule-01.json?at=refs%2Ftags%2Fv16.1.5",,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/kcpg/master/t_kcpg_general_budgets,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalbudgetsmmrule-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalbudgetsmmrule-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalbudgetsmmrule-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalbudgetsmmrule-01.json?at=refs%2Ftags%2Fv16.1.5",t_kcpg_general_budgets,KCPG_general-budgets_KCOG_country_MMRule.conf,DELIVERED,15.1.0,KCPG,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kcpg_hamm/15.1.0/hammurabi/confs/master/kcpg/KCPG_general-budgets_KCOG_country_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,KCPG_time-execution-day_KCPG_customer-rules_MMRule.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-timeexecutiondaymmrule-02.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-timeexecutiondaymmrule-02.json?at=refs%2Ftags%2Fv16.1.5",,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/kcpg/master/t_kcpg_general_budgets,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalbudgetsmmrule-02.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalbudgetsmmrule-02.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalbudgetsmmrule-02.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalbudgetsmmrule-02.json?at=refs%2Ftags%2Fv16.1.5",t_kcpg_general_budgets,KCPG_general-budgets_KCOG_currency_MMRule.conf,DELIVERED,15.1.0,KCPG,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kcpg_hamm/15.1.0/hammurabi/confs/master/kcpg/KCPG_general-budgets_KCOG_currency_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,KCTD_attributions_MRField.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kctd-gl-hmm-qlt-attributionsmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kctd-gl-hmm-qlt-attributionsmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/kcpg/master/t_kcpg_general_budgets,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalbudgetsmmrule-03.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalbudgetsmmrule-03.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalbudgetsmmrule-03.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalbudgetsmmrule-03.json?at=refs%2Ftags%2Fv16.1.5",t_kcpg_general_budgets,KCPG_general-budgets_KBTQ_role-person_MMRule.conf,DELIVERED,15.1.0,KCPG,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kcpg_hamm/15.1.0/hammurabi/confs/master/kcpg/KCPG_general-budgets_KBTQ_role-person_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,KCTD_d-c-forms-footprint_MRField.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kctd-gl-hmm-qlt-dcformsfootprintmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kctd-gl-hmm-qlt-dcformsfootprintmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/kcpg/master/t_kcpg_general_goals,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalgoalsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalgoalsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalgoalsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalgoalsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_kcpg_general_goals,KCPG_general-goals_MRField.conf,DELIVERED,15.1.0,KCPG,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kcpg_hamm/15.1.0/hammurabi/confs/master/kcpg/KCPG_general-goals_MRField.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,KCTD_d-c-forms-footprint_MRObject.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kctd-gl-hmm-qlt-dcformsfootprintmrobject-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kctd-gl-hmm-qlt-dcformsfootprintmrobject-01.json?at=refs%2Ftags%2Fv17.0.0",,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/kcpg/master/t_kcpg_general_goals,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalgoalsmrobject-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalgoalsmrobject-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalgoalsmrobject-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalgoalsmrobject-01.json?at=refs%2Ftags%2Fv16.1.5",t_kcpg_general_goals,KCPG_general-goals_MRObject.conf,DELIVERED,15.1.0,KCPG,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kcpg_hamm/15.1.0/hammurabi/confs/master/kcpg/KCPG_general-goals_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Daily,DQ Local,Local,,,,,KCTD_device-information_MRField.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kctd-gl-hmm-qlt-deviceinformationmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kctd-gl-hmm-qlt-deviceinformationmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/kcpg/master/t_kcpg_general_goals,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalgoalsmmrule-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalgoalsmmrule-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalgoalsmmrule-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalgoalsmmrule-01.json?at=refs%2Ftags%2Fv16.1.5",t_kcpg_general_goals,KCPG_general-goals_KCOG_country_MMRule.conf,DELIVERED,15.1.0,KCPG,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kcpg_hamm/15.1.0/hammurabi/confs/master/kcpg/KCPG_general-goals_KCOG_country_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,KCTD_device-location_MRField.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kctd-gl-hmm-qlt-devicelocationmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kctd-gl-hmm-qlt-devicelocationmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/kcpg/master/t_kcpg_general_piggybank,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalpiggybankmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalpiggybankmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalpiggybankmrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalpiggybankmrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_kcpg_general_piggybank,KCPG_general-piggybank_MRField.conf,DELIVERED,15.1.0,KCPG,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kcpg_hamm/15.1.0/hammurabi/confs/master/kcpg/KCPG_general-piggybank_MRField.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,KCTD_digital-interaction_MRField.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kctd-gl-hmm-qlt-digitalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kctd-gl-hmm-qlt-digitalinteractionmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/kcpg/master/t_kcpg_general_piggybank,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalpiggybankmrobject-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalpiggybankmrobject-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-generalpiggybankmrobject-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-generalpiggybankmrobject-01.json?at=refs%2Ftags%2Fv16.1.5",t_kcpg_general_piggybank,KCPG_general-piggybank_MRObject.conf,DELIVERED,15.1.0,KCPG,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kcpg_hamm/15.1.0/hammurabi/confs/master/kcpg/KCPG_general-piggybank_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Daily,DQ Local,Local,,,,,KCTD_event-information_MRField.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kctd-gl-hmm-qlt-eventinformationmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kctd-gl-hmm-qlt-eventinformationmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/kcpg/master/t_kcpg_goal_contributions,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-goalcontributionsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-goalcontributionsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kcpg-gl-hmm-qlt-goalcontributionsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCPG_APP-ID-26206_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kcpg-gl-hmm-qlt-goalcontributionsmrfield-01.json?at=refs%2Ftags%2Fv16.1.5",t_kcpg_goal_contributions,KCPG_goal-contributions_MRField.conf,DELIVERED,15.1.0,KCPG,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kcpg_hamm/15.1.0/hammurabi/confs/master/kcpg/KCPG_goal-contributions_MRField.conf,CUTOFF_DATE,1,Daily,DQ Local,Local,,,,,KCTD_information-application_MRField.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kctd-gl-hmm-qlt-informationapplicatmrfield-01.json?at=refs%2Ftags%2Fv17.0.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KCTD_APP-ID-17832_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kctd-gl-hmm-qlt-informationapplicatmrfield-01.json?at=refs%2Ftags%2Fv17.0.0",,,,,,,,,,,,,,,,,,
