archivos,tablas,ids,namings,criticals,type_rules,datavaluescolumn,datavaluessubset,datavaluespath,values,subset,drilldown,acceptanceMin,rule
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_agg-output-ems-hgl_KSAG_holding-business-group_MMRule.conf,t_b0hn_agg_output_ems_hgl,277e947aac,g_holding_group_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/ksag/data/t_ksag_holding_business_group/'],,,,acceptanceMin,4.3
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_agg-output-ems-hgl_MRField.conf,t_b0hn_agg_output_ems_hgl,GL_MVP_t_b0hn_agg_output_ems_hgl_3.1_003,g_holding_group_id,True,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_agg-output-ems-hgl_MRField.conf,t_b0hn_agg_output_ems_hgl,GL_MVP_t_b0hn_agg_output_ems_hgl_3.2_003,g_holding_group_id,True,com.datio.hammurabi.rules.validity.FormatValidationRule,,,,,,,100,3.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_agg-output-ems-hgl_MRField.conf,t_b0hn_agg_output_ems_hgl,GL_DOM_t_b0hn_agg_output_ems_hgl_3.1_001,gf_sc12_atrb_ems_ec_int_number,False,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_agg-output-ems-hgl_MRField.conf,t_b0hn_agg_output_ems_hgl,GL_DOM_t_b0hn_agg_output_ems_hgl_3.1_002,gf_tl_atrb_ems_ec_int_number,False,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_agg-output-ems-hgl_MRField.conf,t_b0hn_agg_output_ems_hgl,GL_STR_t_b0hn_agg_output_ems_hgl_4.2_000,"['gf_cutoff_date', 'g_holding_group_id']",True,com.datio.hammurabi.rules.consistence.DuplicateRule,,,,,,,100,4.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_agg-output-ems-hgl_MRObject.conf,t_b0hn_agg_output_ems_hgl,GL_STR_t_b0hn_agg_output_ems_hgl_6.9_000,,True,com.datio.hammurabi.rules.accuracy.VolumetricTrendRule,,gf_cutoff_date='FECHA_VOLUMETRIC',['/data/master/b0hn/data/t_b0hn_agg_output_ems_hgl/'],,,,,6.9
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,t_b0hn_sust_group_mark,GL_STR_t_b0hn_sust_group_mark_4.3_000,g_holding_group_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,1==1,['/data/master/ksag/data/t_ksag_holding_business_group/'],,,,acceptanceMin,4.3
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_MVP_t_b0hn_sust_group_mark_3.1_000,g_holding_group_id,True,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_MVP_t_b0hn_sust_group_mark_3.1_004,g_information_source_type,True,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_MVP_t_b0hn_sust_group_mark_3.1_005,gf_year_id,True,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_MVP_t_b0hn_sust_group_mark_3.1_006,gf_sustainability_subcatg_id,True,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_MVP_t_b0hn_sust_group_mark_3.2_000,g_holding_group_id,True,com.datio.hammurabi.rules.validity.FormatValidationRule,,,,,,,100,3.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_MVP_t_b0hn_sust_group_mark_3.2_004,g_information_source_type,True,com.datio.hammurabi.rules.validity.FormatValidationRule,,,,,,,100,3.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_MVP_t_b0hn_sust_group_mark_3.2_005,gf_year_id,True,com.datio.hammurabi.rules.validity.FormatValidationRule,,,,,,,100,3.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_MVP_t_b0hn_sust_group_mark_3.2_006,gf_sustainability_subcatg_id,True,com.datio.hammurabi.rules.validity.FormatValidationRule,,,,,,,100,3.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.4_003,gf_scc_rlv_sust_e_ac_rvns_per,False,com.datio.hammurabi.rules.validity.NumericRangeRule,,,,,,,100,3.4
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.4_004,gf_dnsh_scc_sust_e_ac_rev_per,False,com.datio.hammurabi.rules.validity.NumericRangeRule,,,,,,,100,3.4
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.4_005,gf_mss_dnsh_scc_sust_e_a_r_per,False,com.datio.hammurabi.rules.validity.NumericRangeRule,,,,,,,100,3.4
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.4_006,gf_sustainability_subcateg_per,False,com.datio.hammurabi.rules.validity.NumericRangeRule,,,,,,,100,3.4
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,279d4f3973,gf_sustainability_subcateg_per,False,com.datio.hammurabi.rules.validity.NumericRangeRule,,,,,(g_information_source_type = 34389 OR g_information_source_type = 37558) AND gf_sustainability_mark_id = 'RBSO',"['g_holding_group_id', 'gf_year_id']",100,3.4
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,279d4f39d7,gf_sustainability_subcateg_per,False,com.datio.hammurabi.rules.validity.NumericRangeRule,,,,,(g_information_source_type = 34389 OR g_information_source_type = 37558) AND gf_sustainability_mark_id = 'RBGR',"['g_holding_group_id', 'gf_year_id']",100,3.4
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.5_000,gf_sustainability_mark_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,g_catalog_id ='SUST' and gf_frequency_type='M',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,,,100,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.5_001,gf_sustainability_subcatg_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,g_catalog_id ='C593' and gf_frequency_type='M',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'C593',,100,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.5_002,gf_sustainability_subcatg_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,g_catalog_id ='RBCR' and gf_frequency_type='M',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'RBCR',,100,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.5_003,gf_sustainability_subcatg_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,g_catalog_id ='RBES' and gf_frequency_type='M',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'RBES',,100,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.5_004,gf_sustainability_subcatg_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,g_catalog_id ='RBGR' and gf_frequency_type='M',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'RBGR',,100,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.5_005,gf_sustainability_subcatg_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,g_catalog_id ='RBOI' and gf_frequency_type='M',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'RBOI',,100,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.5_006,gf_sustainability_subcatg_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,g_catalog_id ='RBSO' and gf_frequency_type='M',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'RBSO',,100,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.5_007,gf_sustainability_category_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,g_catalog_id ='C593' and gf_frequency_type='M',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'C593',,100,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.5_008,gf_sustainability_category_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,g_catalog_id ='RBCR' and gf_frequency_type='M',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'RBCR',,100,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.5_009,gf_sustainability_category_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,g_catalog_id ='RBES' and gf_frequency_type='M',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'RBES',,100,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.5_010,gf_sustainability_category_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,g_catalog_id ='RBGR' and gf_frequency_type='M',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'RBGR',,100,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.5_011,gf_sustainability_category_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,g_catalog_id ='RBOI' and gf_frequency_type='M',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'RBOI',,100,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_3.5_012,gf_sustainability_category_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,g_catalog_id ='RBSO' and gf_frequency_type='M',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'RBSO',,100,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,288ab706a0,gf_sustainability_category_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,gf_frequency_type='D' and g_catalog_id ='A883',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'A883',,95,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,288ab707d8,gf_sustainability_subcatg_id,False,com.datio.hammurabi.rules.validity.DynamicCatalogRule,gf_catalog_val_id,gf_frequency_type='D' and g_catalog_id ='A883',['/data/master/ktny/data/t_ktny_catalog_values_taxonomy/'],,gf_sustainability_mark_id = 'A883',,95,3.5
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_STR_t_b0hn_sust_group_mark_4.2_000,"['g_holding_group_id', 'g_information_source_type', 'gf_year_id', 'gf_cutoff_date', 'gf_sustainability_subcatg_id']",True,com.datio.hammurabi.rules.consistence.DuplicateRule,,,,,,,100,4.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_5.3_000,gf_scc_rlv_sust_e_ac_rvns_per,False,com.datio.hammurabi.rules.integrity.SameValueComparisonRule,,,,,,,100,5.3
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_5.3_001,gf_dnsh_scc_sust_e_ac_rev_per,False,com.datio.hammurabi.rules.integrity.SameValueComparisonRule,,,,,,,100,5.3
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_5.3_002,gf_mss_dnsh_scc_sust_e_a_r_per,False,com.datio.hammurabi.rules.integrity.SameValueComparisonRule,,,,,,,100,5.3
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_5.3_003,gf_sustainability_mark_id,False,com.datio.hammurabi.rules.integrity.SameValueComparisonRule,,,,,,,100,5.3
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,27d6fba16d,gf_sustainability_category_id,False,com.datio.hammurabi.rules.integrity.SameValueComparisonRule,,,,,,,100,5.3
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_6.2_000,gf_sustainability_subcateg_per,False,com.datio.hammurabi.rules.accuracy.ValueSensitivityThresholdRule,,,,,,,100,6.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_6.2_001,gf_scc_rlv_sust_e_ac_rvns_per,False,com.datio.hammurabi.rules.accuracy.ValueSensitivityThresholdRule,,,,,,,100,6.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_6.2_002,gf_dnsh_scc_sust_e_ac_rev_per,False,com.datio.hammurabi.rules.accuracy.ValueSensitivityThresholdRule,,,,,,,100,6.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_6.2_003,gf_mss_dnsh_scc_sust_e_a_r_per,False,com.datio.hammurabi.rules.accuracy.ValueSensitivityThresholdRule,,,,,,,100,6.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,t_b0hn_sust_group_mark,GL_DOM_t_b0hn_sust_group_mark_6.2_004,gf_mobi_cal_cs_axs_sus_co_per,False,com.datio.hammurabi.rules.accuracy.ValueSensitivityThresholdRule,,,,,,,100,6.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_B0HN_sust-groups-fdbk_MMRule.conf,t_b0hn_sust_groups_fdbk_detail,GL_STR_t_b0hn_sust_groups_fdbk_detail_4.3_000,gf_sust_int_supplier_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,gf_cutoff_date='CUTOFF_DATE',['/data/master/b0hn/data/t_b0hn_sust_groups_fdbk/'],,,,100,4.3
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_B0HN_sust-groups-fdbk_MMRule.conf,t_b0hn_sust_groups_fdbk_detail,GL_STR_t_b0hn_sust_groups_fdbk_detail_4.3_001,gf_confirming_cust_int_id,True,com.datio.hammurabi.rules.consistence.ValueConciliationRule,,gf_cutoff_date='CUTOFF_DATE',['/data/master/b0hn/data/t_b0hn_sust_groups_fdbk/'],,,,100,4.3
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,t_b0hn_sust_groups_fdbk_detail,GL_MVP_t_b0hn_sust_groups_fdbk_detail_3.1_000,g_country_id,True,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,t_b0hn_sust_groups_fdbk_detail,GL_MVP_t_b0hn_sust_groups_fdbk_detail_3.1_001,g_entity_id,True,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,t_b0hn_sust_groups_fdbk_detail,GL_MVP_t_b0hn_sust_groups_fdbk_detail_3.1_002,gf_entity_id,True,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,t_b0hn_sust_groups_fdbk_detail,GL_MVP_t_b0hn_sust_groups_fdbk_detail_3.1_003,gf_confirming_cust_int_id,True,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,t_b0hn_sust_groups_fdbk_detail,GL_MVP_t_b0hn_sust_groups_fdbk_detail_3.1_004,gf_sust_int_supplier_id,True,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,t_b0hn_sust_groups_fdbk_detail,GL_MVP_t_b0hn_sust_groups_fdbk_detail_3.1_005,gf_sust_supplier_question_id,True,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,t_b0hn_sust_groups_fdbk_detail,GL_DOM_t_b0hn_sust_groups_fdbk_detail_3.1_000,gf_supplier_question_desc,False,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,t_b0hn_sust_groups_fdbk_detail,GL_DOM_t_b0hn_sust_groups_fdbk_detail_3.1_001,gf_sust_response_score_number,False,com.datio.hammurabi.rules.validity.NotNullValidationRule,,,,,,,100,3.1
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,t_b0hn_sust_groups_fdbk_detail,GL_MVP_t_b0hn_sust_groups_fdbk_detail_3.2_000,g_country_id,True,com.datio.hammurabi.rules.validity.FormatValidationRule,,,,,,,100,3.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,t_b0hn_sust_groups_fdbk_detail,GL_MVP_t_b0hn_sust_groups_fdbk_detail_3.2_001,g_entity_id,True,com.datio.hammurabi.rules.validity.FormatValidationRule,,,,,,,100,3.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,t_b0hn_sust_groups_fdbk_detail,GL_MVP_t_b0hn_sust_groups_fdbk_detail_3.2_002,gf_entity_id,True,com.datio.hammurabi.rules.validity.FormatValidationRule,,,,,,,100,3.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,t_b0hn_sust_groups_fdbk_detail,GL_MVP_t_b0hn_sust_groups_fdbk_detail_3.2_003,gf_confirming_cust_int_id,True,com.datio.hammurabi.rules.validity.FormatValidationRule,,,,,,,100,3.2
C:/Users/O005820/Documents/repositorios/GDH_c360_hammurabi_UUAAs/b0hn/glgldh360gloqlt/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,t_b0hn_sust_groups_fdbk_detail,GL_MVP_t_b0hn_sust_groups_fdbk_detail_3.2_004,gf_sust_int_supplier_id,True,com.datio.hammurabi.rules.validity.FormatValidationRule,,,,,,,100,3.2
